il,bolge,year,scenario,scenario_label,tarim_skoru,skor_ust,skor_alt,yagis_proj,ndvi_proj,hassasiyet
Kütahya,Ege,2039,kotumser_ssp585,Kötümser (SSP5-8.5),3.6332,4.2508,3.0156,382.2,0.2944,1.0
Kütahya,Ege,2040,kotumser_ssp585,Kötümser (SSP5-8.5),3.5742,4.2104,2.938,376.6,0.2904,1.0
Kütahya,Ege,2041,kotumser_ssp585,Kötümser (SSP5-8.5),3.5154,4.1693,2.8615,371.0,0.2864,1.0
Kütahya,Ege,2042,kotumser_ssp585,Kötümser (SSP5-8.5),3.4568,4.1274,2.7862,365.5,0.2824,1.0
Kütahya,Ege,2043,kotumser_ssp585,Kötümser (SSP5-8.5),3.3983,4.0848,2.7119,359.9,0.2784,1.0
Kütahya,Ege,2044,kotumser_ssp585,Kötümser (SSP5-8.5),3.34,4.0414,2.6386,354.3,0.2744,1.0
Kütahya,Ege,2045,kotumser_ssp585,Kötümser (SSP5-8.5),3.2819,3.9974,2.5665,348.7,0.2704,1.0
Kütahya,Ege,2046,kotumser_ssp585,Kötümser (SSP5-8.5),3.224,3.9526,2.4954,343.1,0.2664,1.0
Kütahya,Ege,2047,kotumser_ssp585,Kötümser (SSP5-8.5),3.1662,3.9071,2.4253,337.5,0.2624,1.0
Kütahya,Ege,2048,kotumser_ssp585,Kötümser (SSP5-8.5),3.1086,3.8609,2.3563,331.9,0.2584,1.0
Kütahya,Ege,2049,kotumser_ssp585,Kötümser (SSP5-8.5),3.0512,3.814,2.2884,326.3,0.2544,1.0
Kütahya,Ege,2050,kotumser_ssp585,Kötümser (SSP5-8.5),2.9939,3.7664,2.2215,320.7,0.2504,1.0
Hatay,Akdeniz,2025,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.6611,4.15,593.4,0.4167,1.1
Hatay,Akdeniz,2026,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.6963,4.1148,591.6,0.4157,1.1
Hatay,Akdeniz,2027,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.7316,4.0796,589.8,0.4147,1.1
Hatay,Akdeniz,2028,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.7668,4.0443,588.0,0.4137,1.1
Hatay,Akdeniz,2029,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.8021,4.0091,586.2,0.4127,1.1
Hatay,Akdeniz,2030,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.8373,3.9738,584.4,0.4117,1.1
Hatay,Akdeniz,2031,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.8726,3.9386,582.7,0.4107,1.1
Hatay,Akdeniz,2032,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.9078,3.9033,580.9,0.4097,1.1
Hatay,Akdeniz,2033,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.943,3.8681,579.1,0.4087,1.1
Hatay,Akdeniz,2034,optimist_ssp126,İyimser (SSP1-2.6),4.4056,4.9783,3.8328,577.3,0.4077,1.1
Hatay,Akdeniz,2035,optimist_ssp126,İyimser (SSP1-2.6),4.4056,5.0135,3.7976,575.5,0.4067,1.1
Hatay,Akdeniz,2036,optimist_ssp126,İyimser (SSP1-2.6),4.4056,5.0488,3.7624,573.7,0.4057,1.1
Hatay,Akdeniz,2037,optimist_ssp126,İyimser (SSP1-2.6),4.4056,5.084,3.7271,571.9,0.4047,1.1
Hatay,Akdeniz,2038,optimist_ssp126,İyimser (SSP1-2.6),4.4056,5.1193,3.6919,570.2,0.4037,1.1
Hatay,Akdeniz,2039,optimist_ssp126,İyimser (SSP1-2.6),4.4056,5.1545,3.6566,568.4,0.4027,1.1
Hatay,Akdeniz,2040,optimist_ssp126,İyimser (SSP1-2.6),4.4056,5.1898,3.6214,566.6,0.4017,1.1
Hatay,Akdeniz,2041,optimist_ssp126,İyimser (SSP1-2.6),4.1829,4.9609,3.4049,564.8,0.4007,1.1
Hatay,Akdeniz,2042,optimist_ssp126,İyimser (SSP1-2.6),4.1756,4.9857,3.3655,563.0,0.3997,1.1
Hatay,Akdeniz,2043,optimist_ssp126,İyimser (SSP1-2.6),4.1683,5.0103,3.3263,561.2,0.3987,1.1
Hatay,Akdeniz,2044,optimist_ssp126,İyimser (SSP1-2.6),4.1611,5.0349,3.2872,559.5,0.3977,1.1
Hatay,Akdeniz,2045,optimist_ssp126,İyimser (SSP1-2.6),4.1515,5.0565,3.2465,557.7,0.3967,1.1
Hatay,Akdeniz,2046,optimist_ssp126,İyimser (SSP1-2.6),4.142,5.078,3.2059,555.9,0.3957,1.1
Hatay,Akdeniz,2047,optimist_ssp126,İyimser (SSP1-2.6),4.1324,5.0994,3.1654,554.1,0.3947,1.1
Hatay,Akdeniz,2048,optimist_ssp126,İyimser (SSP1-2.6),4.1229,5.1206,3.1252,552.3,0.3937,1.1
Hatay,Akdeniz,2049,optimist_ssp126,İyimser (SSP1-2.6),4.1134,5.1417,3.085,550.5,0.3927,1.1
Hatay,Akdeniz,2050,optimist_ssp126,İyimser (SSP1-2.6),4.1039,5.1627,3.0451,548.7,0.3917,1.1
Hatay,Akdeniz,2025,orta_ssp245,Orta (SSP2-4.5),4.4056,4.6611,4.15,591.6,0.4157,1.1
Hatay,Akdeniz,2026,orta_ssp245,Orta (SSP2-4.5),4.4056,4.6963,4.1148,588.0,0.4137,1.1
Hatay,Akdeniz,2027,orta_ssp245,Orta (SSP2-4.5),4.4056,4.7316,4.0796,584.4,0.4117,1.1
Hatay,Akdeniz,2028,orta_ssp245,Orta (SSP2-4.5),4.4056,4.7668,4.0443,580.9,0.4097,1.1
Hatay,Akdeniz,2029,orta_ssp245,Orta (SSP2-4.5),4.4056,4.8021,4.0091,577.3,0.4077,1.1
Hatay,Akdeniz,2030,orta_ssp245,Orta (SSP2-4.5),4.4056,4.8373,3.9738,573.7,0.4057,1.1
Hatay,Akdeniz,2031,orta_ssp245,Orta (SSP2-4.5),4.4056,4.8726,3.9386,570.2,0.4037,1.1
Hatay,Akdeniz,2032,orta_ssp245,Orta (SSP2-4.5),4.4056,4.9078,3.9033,566.6,0.4017,1.1
Hatay,Akdeniz,2033,orta_ssp245,Orta (SSP2-4.5),4.1756,4.685,3.6662,563.0,0.3997,1.1
Hatay,Akdeniz,2034,orta_ssp245,Orta (SSP2-4.5),4.1611,4.702,3.6201,559.5,0.3977,1.1
Hatay,Akdeniz,2035,orta_ssp245,Orta (SSP2-4.5),4.1465,4.7187,3.5743,555.9,0.3957,1.1
Hatay,Akdeniz,2036,orta_ssp245,Orta (SSP2-4.5),4.1283,4.7311,3.5256,552.3,0.3937,1.1
Hatay,Akdeniz,2037,orta_ssp245,Orta (SSP2-4.5),4.1097,4.7426,3.4768,548.7,0.3917,1.1
Hatay,Akdeniz,2038,orta_ssp245,Orta (SSP2-4.5),4.0912,4.7539,3.4284,545.2,0.3897,1.1
Hatay,Akdeniz,2039,orta_ssp245,Orta (SSP2-4.5),4.0726,4.765,3.3803,541.6,0.3877,1.1
Hatay,Akdeniz,2040,orta_ssp245,Orta (SSP2-4.5),4.0541,4.7757,3.3325,538.0,0.3857,1.1
Hatay,Akdeniz,2041,orta_ssp245,Orta (SSP2-4.5),4.0356,4.7863,3.285,534.5,0.3837,1.1
Hatay,Akdeniz,2042,orta_ssp245,Orta (SSP2-4.5),4.0172,4.7965,3.2378,530.9,0.3817,1.1
Hatay,Akdeniz,2043,orta_ssp245,Orta (SSP2-4.5),3.9987,4.8065,3.191,527.3,0.3797,1.1
Hatay,Akdeniz,2044,orta_ssp245,Orta (SSP2-4.5),3.9803,4.8162,3.1445,523.7,0.3777,1.1
Hatay,Akdeniz,2045,orta_ssp245,Orta (SSP2-4.5),3.962,4.8257,3.0983,520.2,0.3757,1.1
Hatay,Akdeniz,2046,orta_ssp245,Orta (SSP2-4.5),3.9436,4.8349,3.0524,516.6,0.3737,1.1
Hatay,Akdeniz,2047,orta_ssp245,Orta (SSP2-4.5),3.9253,4.8438,3.0068,513.0,0.3717,1.1
Hatay,Akdeniz,2048,orta_ssp245,Orta (SSP2-4.5),3.907,4.8525,2.9615,509.5,0.3697,1.1
Hatay,Akdeniz,2049,orta_ssp245,Orta (SSP2-4.5),3.8888,4.861,2.9166,505.9,0.3677,1.1
Hatay,Akdeniz,2050,orta_ssp245,Orta (SSP2-4.5),3.6609,4.6054,2.7164,502.3,0.3657,1.1
Hatay,Akdeniz,2025,kotumser_ssp585,Kötümser (SSP5-8.5),4.4056,4.6611,4.15,588.0,0.4137,1.1
Hatay,Akdeniz,2026,kotumser_ssp585,Kötümser (SSP5-8.5),4.4056,4.6963,4.1148,580.9,0.4097,1.1
Hatay,Akdeniz,2027,kotumser_ssp585,Kötümser (SSP5-8.5),4.4056,4.7316,4.0796,573.7,0.4057,1.1
Hatay,Akdeniz,2028,kotumser_ssp585,Kötümser (SSP5-8.5),4.4056,4.7668,4.0443,566.6,0.4017,1.1
Hatay,Akdeniz,2029,kotumser_ssp585,Kötümser (SSP5-8.5),4.1611,4.5356,3.7866,559.5,0.3977,1.1
Hatay,Akdeniz,2030,kotumser_ssp585,Kötümser (SSP5-8.5),4.132,4.5369,3.727,552.3,0.3937,1.1
Hatay,Akdeniz,2031,kotumser_ssp585,Kötümser (SSP5-8.5),4.0975,4.5318,3.6632,545.2,0.3897,1.1
Hatay,Akdeniz,2032,kotumser_ssp585,Kötümser (SSP5-8.5),4.0613,4.5243,3.5983,538.0,0.3857,1.1
Hatay,Akdeniz,2033,kotumser_ssp585,Kötümser (SSP5-8.5),4.0252,4.5162,3.5341,530.9,0.3817,1.1
Hatay,Akdeniz,2034,kotumser_ssp585,Kötümser (SSP5-8.5),3.9892,4.5078,3.4706,523.7,0.3777,1.1
Hatay,Akdeniz,2035,kotumser_ssp585,Kötümser (SSP5-8.5),3.9533,4.4988,3.4077,516.6,0.3737,1.1
Hatay,Akdeniz,2036,kotumser_ssp585,Kötümser (SSP5-8.5),3.9175,4.4894,3.3455,509.5,0.3697,1.1
Hatay,Akdeniz,2037,kotumser_ssp585,Kötümser (SSP5-8.5),3.6715,4.2369,3.1061,502.3,0.3657,1.1
Hatay,Akdeniz,2038,kotumser_ssp585,Kötümser (SSP5-8.5),3.6076,4.192,3.0232,495.2,0.3617,1.1
Hatay,Akdeniz,2039,kotumser_ssp585,Kötümser (SSP5-8.5),3.5439,4.1464,2.9415,488.0,0.3577,1.1
Hatay,Akdeniz,2040,kotumser_ssp585,Kötümser (SSP5-8.5),3.4804,4.0999,2.8609,480.9,0.3537,1.1
Hatay,Akdeniz,2041,kotumser_ssp585,Kötümser (SSP5-8.5),3.4171,4.0527,2.7816,473.7,0.3497,1.1
Hatay,Akdeniz,2042,kotumser_ssp585,Kötümser (SSP5-8.5),3.3541,4.0047,2.7034,466.6,0.3457,1.1
Hatay,Akdeniz,2043,kotumser_ssp585,Kötümser (SSP5-8.5),3.2912,3.956,2.6264,459.5,0.3417,1.1
Hatay,Akdeniz,2044,kotumser_ssp585,Kötümser (SSP5-8.5),3.2285,3.9065,2.5505,452.3,0.3377,1.1
Hatay,Akdeniz,2045,kotumser_ssp585,Kötümser (SSP5-8.5),3.166,3.8562,2.4758,445.2,0.3337,1.1
Hatay,Akdeniz,2046,kotumser_ssp585,Kötümser (SSP5-8.5),3.1038,3.8052,2.4023,438.0,0.3297,1.1
Hatay,Akdeniz,2047,kotumser_ssp585,Kötümser (SSP5-8.5),3.0417,3.7535,2.33,430.9,0.3257,1.1
Hatay,Akdeniz,2048,kotumser_ssp585,Kötümser (SSP5-8.5),2.9799,3.701,2.2587,423.8,0.3217,1.1
Hatay,Akdeniz,2049,kotumser_ssp585,Kötümser (SSP5-8.5),2.9182,3.6478,2.1887,416.6,0.3177,1.1
Hatay,Akdeniz,2050,kotumser_ssp585,Kötümser (SSP5-8.5),2.8568,3.5938,2.1197,409.5,0.3137,1.1
Çorum,Karadeniz,2025,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.594,4.0903,450.9,0.3305,0.7
Çorum,Karadeniz,2026,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.6288,4.0556,449.6,0.3295,0.7
Çorum,Karadeniz,2027,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.6635,4.0209,448.2,0.3285,0.7
Çorum,Karadeniz,2028,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.6982,3.9861,446.9,0.3275,0.7
Çorum,Karadeniz,2029,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.733,3.9514,445.5,0.3265,0.7
Çorum,Karadeniz,2030,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.7677,3.9167,444.1,0.3255,0.7
Çorum,Karadeniz,2031,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.8025,3.8819,442.8,0.3245,0.7
Çorum,Karadeniz,2032,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.8372,3.8472,441.4,0.3235,0.7
Çorum,Karadeniz,2033,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.8719,3.8124,440.1,0.3225,0.7
Çorum,Karadeniz,2034,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.9067,3.7777,438.7,0.3215,0.7
Çorum,Karadeniz,2035,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.9414,3.743,437.4,0.3205,0.7
Çorum,Karadeniz,2036,optimist_ssp126,İyimser (SSP1-2.6),4.3422,4.9761,3.7082,436.0,0.3195,0.7
Çorum,Karadeniz,2037,optimist_ssp126,İyimser (SSP1-2.6),4.3422,5.0109,3.6735,434.6,0.3185,0.7
Çorum,Karadeniz,2038,optimist_ssp126,İyimser (SSP1-2.6),4.3422,5.0456,3.6388,433.3,0.3175,0.7
Çorum,Karadeniz,2039,optimist_ssp126,İyimser (SSP1-2.6),4.3422,5.0804,3.604,431.9,0.3165,0.7
Çorum,Karadeniz,2040,optimist_ssp126,İyimser (SSP1-2.6),4.3422,5.1151,3.5693,430.6,0.3155,0.7
Çorum,Karadeniz,2041,optimist_ssp126,İyimser (SSP1-2.6),4.1236,4.8905,3.3566,429.2,0.3145,0.7
Çorum,Karadeniz,2042,optimist_ssp126,İyimser (SSP1-2.6),4.119,4.9181,3.3199,427.9,0.3135,0.7
Çorum,Karadeniz,2043,optimist_ssp126,İyimser (SSP1-2.6),4.1144,4.9456,3.2833,426.5,0.3125,0.7
Çorum,Karadeniz,2044,optimist_ssp126,İyimser (SSP1-2.6),4.1099,4.973,3.2468,425.1,0.3115,0.7
Çorum,Karadeniz,2045,optimist_ssp126,İyimser (SSP1-2.6),4.1039,4.9985,3.2092,423.8,0.3105,0.7
Çorum,Karadeniz,2046,optimist_ssp126,İyimser (SSP1-2.6),4.0979,5.024,3.1718,422.4,0.3095,0.7
Çorum,Karadeniz,2047,optimist_ssp126,İyimser (SSP1-2.6),4.0919,5.0494,3.1344,421.1,0.3085,0.7
Çorum,Karadeniz,2048,optimist_ssp126,İyimser (SSP1-2.6),4.0859,5.0747,3.0971,419.7,0.3075,0.7
Çorum,Karadeniz,2049,optimist_ssp126,İyimser (SSP1-2.6),4.0799,5.0999,3.0599,418.4,0.3065,0.7
Çorum,Karadeniz,2050,optimist_ssp126,İyimser (SSP1-2.6),4.074,5.125,3.0229,417.0,0.3055,0.7
Çorum,Karadeniz,2025,orta_ssp245,Orta (SSP2-4.5),4.3422,4.594,4.0903,449.6,0.3295,0.7
Çorum,Karadeniz,2026,orta_ssp245,Orta (SSP2-4.5),4.3422,4.6288,4.0556,446.9,0.3275,0.7
Çorum,Karadeniz,2027,orta_ssp245,Orta (SSP2-4.5),4.3422,4.6635,4.0209,444.1,0.3255,0.7
Çorum,Karadeniz,2028,orta_ssp245,Orta (SSP2-4.5),4.3422,4.6982,3.9861,441.4,0.3235,0.7
Çorum,Karadeniz,2029,orta_ssp245,Orta (SSP2-4.5),4.3422,4.733,3.9514,438.7,0.3215,0.7
Çorum,Karadeniz,2030,orta_ssp245,Orta (SSP2-4.5),4.3422,4.7677,3.9167,436.0,0.3195,0.7
Çorum,Karadeniz,2031,orta_ssp245,Orta (SSP2-4.5),4.3422,4.8025,3.8819,433.3,0.3175,0.7
Çorum,Karadeniz,2032,orta_ssp245,Orta (SSP2-4.5),4.3422,4.8372,3.8472,430.6,0.3155,0.7
Çorum,Karadeniz,2033,orta_ssp245,Orta (SSP2-4.5),4.119,4.6215,3.6165,427.9,0.3135,0.7
Çorum,Karadeniz,2034,orta_ssp245,Orta (SSP2-4.5),4.1099,4.6442,3.5756,425.1,0.3115,0.7
Çorum,Karadeniz,2035,orta_ssp245,Orta (SSP2-4.5),4.1008,4.6667,3.5349,422.4,0.3095,0.7
Çorum,Karadeniz,2036,orta_ssp245,Orta (SSP2-4.5),4.0894,4.6864,3.4923,419.7,0.3075,0.7
Çorum,Karadeniz,2037,orta_ssp245,Orta (SSP2-4.5),4.0777,4.7056,3.4497,417.0,0.3055,0.7
Çorum,Karadeniz,2038,orta_ssp245,Orta (SSP2-4.5),4.066,4.7247,3.4073,414.3,0.3035,0.7
Çorum,Karadeniz,2039,orta_ssp245,Orta (SSP2-4.5),4.0543,4.7436,3.3651,411.6,0.3015,0.7
Çorum,Karadeniz,2040,orta_ssp245,Orta (SSP2-4.5),4.0427,4.7623,3.3231,408.9,0.2995,0.7
Çorum,Karadeniz,2041,orta_ssp245,Orta (SSP2-4.5),4.031,4.7808,3.2813,406.1,0.2975,0.7
Çorum,Karadeniz,2042,orta_ssp245,Orta (SSP2-4.5),4.0194,4.7992,3.2396,403.4,0.2955,0.7
Çorum,Karadeniz,2043,orta_ssp245,Orta (SSP2-4.5),4.0078,4.8174,3.1982,400.7,0.2935,0.7
Çorum,Karadeniz,2044,orta_ssp245,Orta (SSP2-4.5),3.9962,4.8354,3.157,398.0,0.2915,0.7
Çorum,Karadeniz,2045,orta_ssp245,Orta (SSP2-4.5),3.9846,4.8532,3.116,395.3,0.2895,0.7
Çorum,Karadeniz,2046,orta_ssp245,Orta (SSP2-4.5),3.973,4.8709,3.0751,392.6,0.2875,0.7
Çorum,Karadeniz,2047,orta_ssp245,Orta (SSP2-4.5),3.9614,4.8884,3.0345,389.9,0.2855,0.7
Çorum,Karadeniz,2048,orta_ssp245,Orta (SSP2-4.5),3.9499,4.9058,2.994,387.2,0.2835,0.7
Çorum,Karadeniz,2049,orta_ssp245,Orta (SSP2-4.5),3.9383,4.9229,2.9538,384.4,0.2815,0.7
Çorum,Karadeniz,2050,orta_ssp245,Orta (SSP2-4.5),3.6382,4.5768,2.6995,381.7,0.2795,0.7
Çorum,Karadeniz,2025,kotumser_ssp585,Kötümser (SSP5-8.5),4.3422,4.594,4.0903,446.9,0.3275,0.7
Çorum,Karadeniz,2026,kotumser_ssp585,Kötümser (SSP5-8.5),4.3422,4.6288,4.0556,441.4,0.3235,0.7
Çorum,Karadeniz,2027,kotumser_ssp585,Kötümser (SSP5-8.5),4.3422,4.6635,4.0209,436.0,0.3195,0.7
Çorum,Karadeniz,2028,kotumser_ssp585,Kötümser (SSP5-8.5),4.3422,4.6982,3.9861,430.6,0.3155,0.7
Çorum,Karadeniz,2029,kotumser_ssp585,Kötümser (SSP5-8.5),4.1099,4.4798,3.74,425.1,0.3115,0.7
Çorum,Karadeniz,2030,kotumser_ssp585,Kötümser (SSP5-8.5),4.0916,4.4926,3.6907,419.7,0.3075,0.7
Çorum,Karadeniz,2031,kotumser_ssp585,Kötümser (SSP5-8.5),4.07,4.5014,3.6386,414.3,0.3035,0.7
Çorum,Karadeniz,2032,kotumser_ssp585,Kötümser (SSP5-8.5),4.0472,4.5086,3.5858,408.9,0.2995,0.7
Çorum,Karadeniz,2033,kotumser_ssp585,Kötümser (SSP5-8.5),4.0245,4.5155,3.5335,403.4,0.2955,0.7
Çorum,Karadeniz,2034,kotumser_ssp585,Kötümser (SSP5-8.5),4.0018,4.5221,3.4816,398.0,0.2915,0.7
Çorum,Karadeniz,2035,kotumser_ssp585,Kötümser (SSP5-8.5),3.9792,4.5283,3.43,392.6,0.2875,0.7
Çorum,Karadeniz,2036,kotumser_ssp585,Kötümser (SSP5-8.5),3.9566,4.5342,3.3789,387.2,0.2835,0.7
Çorum,Karadeniz,2037,kotumser_ssp585,Kötümser (SSP5-8.5),3.6449,4.2062,3.0835,381.7,0.2795,0.7
Çorum,Karadeniz,2038,kotumser_ssp585,Kötümser (SSP5-8.5),3.6046,4.1885,3.0206,376.3,0.2755,0.7
Çorum,Karadeniz,2039,kotumser_ssp585,Kötümser (SSP5-8.5),3.5644,4.1703,2.9584,370.9,0.2715,0.7
Çorum,Karadeniz,2040,kotumser_ssp585,Kötümser (SSP5-8.5),3.5243,4.1516,2.897,365.4,0.2675,0.7
Çorum,Karadeniz,2041,kotumser_ssp585,Kötümser (SSP5-8.5),3.4843,4.1323,2.8362,360.0,0.2635,0.7
Çorum,Karadeniz,2042,kotumser_ssp585,Kötümser (SSP5-8.5),3.4443,4.1125,2.7761,354.6,0.2595,0.7
Çorum,Karadeniz,2043,kotumser_ssp585,Kötümser (SSP5-8.5),3.4045,4.0922,2.7168,349.2,0.2555,0.7
Çorum,Karadeniz,2044,kotumser_ssp585,Kötümser (SSP5-8.5),3.3647,4.0713,2.6581,343.7,0.2515,0.7
Çorum,Karadeniz,2045,kotumser_ssp585,Kötümser (SSP5-8.5),3.325,4.0498,2.6001,338.3,0.2475,0.7
Çorum,Karadeniz,2046,kotumser_ssp585,Kötümser (SSP5-8.5),3.2854,4.0278,2.5429,332.9,0.2435,0.7
Çorum,Karadeniz,2047,kotumser_ssp585,Kötümser (SSP5-8.5),3.2458,4.0053,2.4863,327.5,0.2395,0.7
Çorum,Karadeniz,2048,kotumser_ssp585,Kötümser (SSP5-8.5),3.2064,3.9823,2.4304,322.0,0.2355,0.7
Çorum,Karadeniz,2049,kotumser_ssp585,Kötümser (SSP5-8.5),3.167,3.9587,2.3752,316.6,0.2315,0.7
Çorum,Karadeniz,2050,kotumser_ssp585,Kötümser (SSP5-8.5),3.1277,3.9347,2.3208,311.2,0.2275,0.7
Adana,Akdeniz,2025,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.5915,4.0881,804.4,0.3721,1.1
Adana,Akdeniz,2026,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.6262,4.0534,802.0,0.3711,1.1
Adana,Akdeniz,2027,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.6609,4.0187,799.6,0.3701,1.1
Adana,Akdeniz,2028,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.6957,3.9839,797.1,0.3691,1.1
Adana,Akdeniz,2029,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.7304,3.9492,794.7,0.3681,1.1
Adana,Akdeniz,2030,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.7651,3.9145,792.3,0.3671,1.1
Adana,Akdeniz,2031,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.7998,3.8798,789.9,0.3661,1.1
Adana,Akdeniz,2032,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.8345,3.8451,787.5,0.3651,1.1
Adana,Akdeniz,2033,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.8693,3.8103,785.0,0.3641,1.1
Adana,Akdeniz,2034,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.904,3.7756,782.6,0.3631,1.1
Adana,Akdeniz,2035,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.9387,3.7409,780.2,0.3621,1.1
Adana,Akdeniz,2036,optimist_ssp126,İyimser (SSP1-2.6),4.3398,4.9734,3.7062,777.8,0.3611,1.1
Adana,Akdeniz,2037,optimist_ssp126,İyimser (SSP1-2.6),4.3398,5.0081,3.6715,775.4,0.3601,1.1
Adana,Akdeniz,2038,optimist_ssp126,İyimser (SSP1-2.6),4.3398,5.0428,3.6368,772.9,0.3591,1.1
Adana,Akdeniz,2039,optimist_ssp126,İyimser (SSP1-2.6),4.3398,5.0776,3.602,770.5,0.3581,1.1
Adana,Akdeniz,2040,optimist_ssp126,İyimser (SSP1-2.6),4.3398,5.1123,3.5673,768.1,0.3571,1.1
Adana,Akdeniz,2041,optimist_ssp126,İyimser (SSP1-2.6),4.1204,4.8868,3.354,765.7,0.3561,1.1
Adana,Akdeniz,2042,optimist_ssp126,İyimser (SSP1-2.6),4.1133,4.9112,3.3153,763.3,0.3551,1.1
Adana,Akdeniz,2043,optimist_ssp126,İyimser (SSP1-2.6),4.1061,4.9355,3.2767,760.8,0.3541,1.1
Adana,Akdeniz,2044,optimist_ssp126,İyimser (SSP1-2.6),4.0989,4.9597,3.2382,758.4,0.3531,1.1
Adana,Akdeniz,2045,optimist_ssp126,İyimser (SSP1-2.6),4.0895,4.981,3.198,756.0,0.3521,1.1
Adana,Akdeniz,2046,optimist_ssp126,İyimser (SSP1-2.6),4.0801,5.0022,3.158,753.6,0.3511,1.1
Adana,Akdeniz,2047,optimist_ssp126,İyimser (SSP1-2.6),4.0707,5.0233,3.1182,751.1,0.3501,1.1
Adana,Akdeniz,2048,optimist_ssp126,İyimser (SSP1-2.6),4.0613,5.0442,3.0785,748.7,0.3491,1.1
Adana,Akdeniz,2049,optimist_ssp126,İyimser (SSP1-2.6),4.052,5.065,3.039,746.3,0.3481,1.1
Adana,Akdeniz,2050,optimist_ssp126,İyimser (SSP1-2.6),4.0426,5.0856,2.9996,743.9,0.3471,1.1
Adana,Akdeniz,2025,orta_ssp245,Orta (SSP2-4.5),4.3398,4.5915,4.0881,802.0,0.3711,1.1
Adana,Akdeniz,2026,orta_ssp245,Orta (SSP2-4.5),4.3398,4.6262,4.0534,797.1,0.3691,1.1
Adana,Akdeniz,2027,orta_ssp245,Orta (SSP2-4.5),4.3398,4.6609,4.0187,792.3,0.3671,1.1
Adana,Akdeniz,2028,orta_ssp245,Orta (SSP2-4.5),4.3398,4.6957,3.9839,787.5,0.3651,1.1
Adana,Akdeniz,2029,orta_ssp245,Orta (SSP2-4.5),4.3398,4.7304,3.9492,782.6,0.3631,1.1
Adana,Akdeniz,2030,orta_ssp245,Orta (SSP2-4.5),4.3398,4.7651,3.9145,777.8,0.3611,1.1
Adana,Akdeniz,2031,orta_ssp245,Orta (SSP2-4.5),4.3398,4.7998,3.8798,772.9,0.3591,1.1
Adana,Akdeniz,2032,orta_ssp245,Orta (SSP2-4.5),4.3398,4.8345,3.8451,768.1,0.3571,1.1
Adana,Akdeniz,2033,orta_ssp245,Orta (SSP2-4.5),4.1133,4.6151,3.6114,763.3,0.3551,1.1
Adana,Akdeniz,2034,orta_ssp245,Orta (SSP2-4.5),4.0989,4.6318,3.5661,758.4,0.3531,1.1
Adana,Akdeniz,2035,orta_ssp245,Orta (SSP2-4.5),4.0846,4.6483,3.5209,753.6,0.3511,1.1
Adana,Akdeniz,2036,orta_ssp245,Orta (SSP2-4.5),4.0667,4.6605,3.473,748.7,0.3491,1.1
Adana,Akdeniz,2037,orta_ssp245,Orta (SSP2-4.5),4.0484,4.6718,3.4249,743.9,0.3471,1.1
Adana,Akdeniz,2038,orta_ssp245,Orta (SSP2-4.5),4.0301,4.683,3.3772,739.0,0.3451,1.1
Adana,Akdeniz,2039,orta_ssp245,Orta (SSP2-4.5),4.0118,4.6938,3.3298,734.2,0.3431,1.1
Adana,Akdeniz,2040,orta_ssp245,Orta (SSP2-4.5),3.9936,4.7044,3.2827,729.4,0.3411,1.1
Adana,Akdeniz,2041,orta_ssp245,Orta (SSP2-4.5),3.9754,4.7148,3.236,724.5,0.3391,1.1
Adana,Akdeniz,2042,orta_ssp245,Orta (SSP2-4.5),3.9572,4.7249,3.1895,719.7,0.3371,1.1
Adana,Akdeniz,2043,orta_ssp245,Orta (SSP2-4.5),3.939,4.7347,3.1434,714.8,0.3351,1.1
