il,ilce,year,month,ndvi
Diyarbakır,Sur,2019,6,0.2561
Diyarbakır,Sur,2019,7,0.2448
Diyarbakır,Sur,2019,8,0.24
Diyarbakır,Sur,2019,9,0.2316
Diyarbakır,Sur,2019,10,0.2257
Diyarbakır,Sur,2019,11,0.2345
Diyarbakır,Sur,2019,12,0.2273
Diyarbakır,Sur,2020,1,0.3103
Diyarbakır,Sur,2020,2,0.3059
Diyarbakır,Sur,2020,3,0.3365
Diyarbakır,Sur,2020,4,0.4414
Diyarbakır,Sur,2020,5,0.4523
Diyarbakır,Sur,2020,6,0.2807
Diyarbakır,Sur,2020,7,0.2467
Diyarbakır,Sur,2020,8,0.2417
Diyarbakır,Sur,2020,9,0.2223
Diyarbakır,Sur,2020,10,0.2097
Diyarbakır,Sur,2020,11,0.2394
Diyarbakır,Sur,2020,12,0.2298
Diyarbakır,Sur,2021,1,0.2291
Diyarbakır,Sur,2021,2,0.3221
Diyarbakır,Sur,2021,3,0.3586
Diyarbakır,Sur,2021,4,0.4025
Diyarbakır,Sur,2021,5,0.3199
Diyarbakır,Sur,2021,6,0.2419
Diyarbakır,Sur,2021,7,0.2235
Diyarbakır,Sur,2021,8,0.2292
Diyarbakır,Sur,2021,9,0.2252
Diyarbakır,Sur,2021,10,0.2043
Diyarbakır,Sur,2021,11,0.2196
Diyarbakır,Sur,2021,12,0.2331
Diyarbakır,Sur,2022,1,0.2884
Diyarbakır,Sur,2022,2,0.2281
Diyarbakır,Sur,2022,3,0.2296
Diyarbakır,Sur,2022,4,0.3689
Diyarbakır,Sur,2022,5,0.3656
Diyarbakır,Sur,2022,6,0.2371
Diyarbakır,Sur,2022,7,0.2286
Diyarbakır,Sur,2022,8,0.2354
Diyarbakır,Sur,2022,9,0.2346
Diyarbakır,Sur,2022,10,0.2281
Diyarbakır,Sur,2022,11,0.2304
Diyarbakır,Sur,2022,12,0.2299
Diyarbakır,Sur,2023,1,0.2567
Diyarbakır,Sur,2023,2,0.2793
Diyarbakır,Sur,2023,3,
Diyarbakır,Sur,2023,4,0.4663
Diyarbakır,Sur,2023,5,0.448
Diyarbakır,Sur,2023,6,0.2569
Diyarbakır,Sur,2023,7,0.2349
Diyarbakır,Sur,2023,8,0.234
Diyarbakır,Sur,2023,9,0.2282
Diyarbakır,Sur,2023,10,0.2195
Diyarbakır,Sur,2023,11,0.1544
Diyarbakır,Sur,2023,12,0.2488
Diyarbakır,Sur,2024,1,0.34
Diyarbakır,Sur,2024,2,0.3593
Diyarbakır,Sur,2024,3,0.3926
Diyarbakır,Sur,2024,4,0.473
Diyarbakır,Sur,2024,5,0.3842
Diyarbakır,Sur,2024,6,0.2438
Diyarbakır,Sur,2024,7,0.238
Diyarbakır,Sur,2024,8,0.2354
Diyarbakır,Sur,2024,9,0.2211
Diyarbakır,Sur,2024,10,0.2408
Diyarbakır,Sur,2024,11,0.2141
Diyarbakır,Sur,2024,12,0.2015
Diyarbakır,Yenişehir,2019,1,0.2832
Diyarbakır,Yenişehir,2019,2,0.3533
Diyarbakır,Yenişehir,2019,3,0.3719
Diyarbakır,Yenişehir,2019,4,0.4159
Diyarbakır,Yenişehir,2019,5,0.4249
Diyarbakır,Yenişehir,2019,6,0.2399
Diyarbakır,Yenişehir,2019,7,0.2435
Diyarbakır,Yenişehir,2019,8,0.2455
Diyarbakır,Yenişehir,2019,9,0.2409
Diyarbakır,Yenişehir,2019,10,0.224
Diyarbakır,Yenişehir,2019,11,0.2193
Diyarbakır,Yenişehir,2019,12,0.199
Diyarbakır,Yenişehir,2020,1,0.2697
Diyarbakır,Yenişehir,2020,2,0.2704
Diyarbakır,Yenişehir,2020,3,0.2914
Diyarbakır,Yenişehir,2020,4,0.4033
Diyarbakır,Yenişehir,2020,5,0.4123
Diyarbakır,Yenişehir,2020,6,0.2787
Diyarbakır,Yenişehir,2020,7,0.2544
Diyarbakır,Yenişehir,2020,8,0.2484
Diyarbakır,Yenişehir,2020,9,0.2283
Diyarbakır,Yenişehir,2020,10,0.2079
Diyarbakır,Yenişehir,2020,11,0.2293
Diyarbakır,Yenişehir,2020,12,0.2294
Diyarbakır,Yenişehir,2021,1,0.2298
Diyarbakır,Yenişehir,2021,2,0.3121
Diyarbakır,Yenişehir,2021,3,0.3512
Diyarbakır,Yenişehir,2021,4,0.3929
Diyarbakır,Yenişehir,2021,5,0.3169
Diyarbakır,Yenişehir,2021,6,0.2376
Diyarbakır,Yenişehir,2021,7,0.2269
Diyarbakır,Yenişehir,2021,8,0.2402
Diyarbakır,Yenişehir,2021,9,0.2391
Diyarbakır,Yenişehir,2021,10,0.213
Diyarbakır,Yenişehir,2021,11,0.2151
Diyarbakır,Yenişehir,2021,12,0.2262
Diyarbakır,Yenişehir,2022,1,0.2884
Diyarbakır,Yenişehir,2022,2,0.2266
Diyarbakır,Yenişehir,2022,3,0.1915
Diyarbakır,Yenişehir,2022,4,0.3572
Diyarbakır,Yenişehir,2022,5,0.3533
Diyarbakır,Yenişehir,2022,6,0.2426
Diyarbakır,Yenişehir,2022,7,0.2492
Diyarbakır,Yenişehir,2022,8,0.2598
Diyarbakır,Yenişehir,2022,9,0.2583
Diyarbakır,Yenişehir,2022,10,0.2423
Diyarbakır,Yenişehir,2022,11,0.2324
Diyarbakır,Yenişehir,2022,12,0.2205
Diyarbakır,Yenişehir,2023,1,0.2487
Diyarbakır,Yenişehir,2023,2,0.267
Diyarbakır,Yenişehir,2023,3,
Diyarbakır,Yenişehir,2023,4,0.4109
Diyarbakır,Yenişehir,2023,5,0.3948
Diyarbakır,Yenişehir,2023,6,0.2586
Diyarbakır,Yenişehir,2023,7,0.2609
Diyarbakır,Yenişehir,2023,8,0.2711
Diyarbakır,Yenişehir,2023,9,0.2645
Diyarbakır,Yenişehir,2023,10,0.2432
Diyarbakır,Yenişehir,2023,11,0.1657
Diyarbakır,Yenişehir,2023,12,0.2215
Diyarbakır,Yenişehir,2024,1,0.2776
Diyarbakır,Yenişehir,2024,2,0.3208
Diyarbakır,Yenişehir,2024,3,0.3472
Diyarbakır,Yenişehir,2024,4,0.4339
Diyarbakır,Yenişehir,2024,5,0.3546
Diyarbakır,Yenişehir,2024,6,0.2398
Diyarbakır,Yenişehir,2024,7,0.2473
Diyarbakır,Yenişehir,2024,8,0.2506
Diyarbakır,Yenişehir,2024,9,0.2389
Diyarbakır,Yenişehir,2024,10,0.2478
Diyarbakır,Yenişehir,2024,11,0.212
Diyarbakır,Yenişehir,2024,12,0.1934
Edirne,Enez,2019,1,0.0967
Edirne,Enez,2019,2,0.2057
Edirne,Enez,2019,3,0.2535
Edirne,Enez,2019,4,0.3205
Edirne,Enez,2019,5,0.3527
Edirne,Enez,2019,6,0.2973
Edirne,Enez,2019,7,0.2803
Edirne,Enez,2019,8,0.2384
Edirne,Enez,2019,9,0.219
Edirne,Enez,2019,10,0.1815
Edirne,Enez,2019,11,0.1737
Edirne,Enez,2019,12,0.2433
Edirne,Enez,2020,1,0.239
Edirne,Enez,2020,2,0.2403
Edirne,Enez,2020,3,0.2761
Edirne,Enez,2020,4,0.3012
Edirne,Enez,2020,5,0.3502
Edirne,Enez,2020,6,0.2871
Edirne,Enez,2020,7,0.2623
Edirne,Enez,2020,8,0.2269
Edirne,Enez,2020,9,0.2006
Edirne,Enez,2020,10,0.1876
Edirne,Enez,2020,11,0.1477
Edirne,Enez,2020,12,0.1046
Edirne,Enez,2021,1,0.1524
Edirne,Enez,2021,2,0.1706
Edirne,Enez,2021,3,0.1669
Edirne,Enez,2021,4,0.2416
Edirne,Enez,2021,5,0.3481
Edirne,Enez,2021,6,0.3009
Edirne,Enez,2021,7,0.2886
Edirne,Enez,2021,8,0.2507
Edirne,Enez,2021,9,0.2182
Edirne,Enez,2021,10,0.1823
Edirne,Enez,2021,11,0.1821
Edirne,Enez,2021,12,0.1667
Edirne,Enez,2022,1,0.1361
Edirne,Enez,2022,2,0.1508
Edirne,Enez,2022,3,0.2176
Edirne,Enez,2022,4,0.2785
Edirne,Enez,2022,5,0.3219
Edirne,Enez,2022,6,0.2684
Edirne,Enez,2022,7,0.2463
Edirne,Enez,2022,8,0.2257
Edirne,Enez,2022,9,0.2119
Edirne,Enez,2022,10,0.1852
Edirne,Enez,2022,11,0.1188
Edirne,Enez,2022,12,0.1372
Edirne,Enez,2023,1,0.1691
Edirne,Enez,2023,2,0.1898
Edirne,Enez,2023,3,0.1841
Edirne,Enez,2023,4,
Edirne,Enez,2023,5,0.3109
Edirne,Enez,2023,6,0.273
Edirne,Enez,2023,7,0.2579
Edirne,Enez,2023,8,0.228
Edirne,Enez,2023,9,0.1963
Edirne,Enez,2023,10,0.1688
Edirne,Enez,2023,11,0.1291
Edirne,Enez,2023,12,0.135
Edirne,Enez,2024,1,0.1923
Edirne,Enez,2024,2,0.2118
Edirne,Enez,2024,3,0.284
Edirne,Enez,2024,4,0.3326
Edirne,Enez,2024,5,0.3226
Edirne,Enez,2024,6,0.2587
Edirne,Enez,2024,7,0.2271
Edirne,Enez,2024,8,0.1998
Edirne,Enez,2024,9,0.1764
Edirne,Enez,2024,10,0.1622
Edirne,Enez,2024,11,0.1265
Edirne,Enez,2024,12,0.1359
Edirne,Havsa,2019,1,0.1715
Edirne,Havsa,2019,2,0.4036
Edirne,Havsa,2019,3,0.4583
Edirne,Havsa,2019,4,0.5232
Edirne,Havsa,2019,5,0.5757
Edirne,Havsa,2019,6,0.4391
Edirne,Havsa,2019,7,0.3907
Edirne,Havsa,2019,8,0.3006
Edirne,Havsa,2019,9,0.2788
Edirne,Havsa,2019,10,0.227
Edirne,Havsa,2019,11,0.3366
Edirne,Havsa,2019,12,0.4574
Edirne,Havsa,2020,1,0.5194
Edirne,Havsa,2020,2,0.5186
Edirne,Havsa,2020,3,0.5407
Edirne,Havsa,2020,4,0.6041
Edirne,Havsa,2020,5,0.6042
Edirne,Havsa,2020,6,0.3667
Edirne,Havsa,2020,7,0.2741
Edirne,Havsa,2020,8,0.2084
Edirne,Havsa,2020,9,0.199
Edirne,Havsa,2020,10,0.1972
Edirne,Havsa,2020,11,0.3109
Edirne,Havsa,2020,12,0.2119
Edirne,Havsa,2021,1,0.5295
Edirne,Havsa,2021,2,0.4786
Edirne,Havsa,2021,3,0.5084
Edirne,Havsa,2021,4,0.5769
Edirne,Havsa,2021,5,0.5386
Edirne,Havsa,2021,6,0.3502
Edirne,Havsa,2021,7,0.3534
Edirne,Havsa,2021,8,0.2888
Edirne,Havsa,2021,9,0.2442
Edirne,Havsa,2021,10,0.1974
Edirne,Havsa,2021,11,0.3352
Edirne,Havsa,2021,12,0.4349
Edirne,Havsa,2022,1,0.4798
Edirne,Havsa,2022,2,0.3992
Edirne,Havsa,2022,3,0.3429
Edirne,Havsa,2022,4,0.5114
Edirne,Havsa,2022,5,0.5652
Edirne,Havsa,2022,6,0.4648
Edirne,Havsa,2022,7,0.3428
Edirne,Havsa,2022,8,0.2717
Edirne,Havsa,2022,9,0.3132
Edirne,Havsa,2022,10,0.24
Edirne,Havsa,2022,11,0.2028
Edirne,Havsa,2022,12,0.4592
Edirne,Havsa,2023,1,0.358
Edirne,Havsa,2023,2,0.4902
Edirne,Havsa,2023,3,0.4837
Edirne,Havsa,2023,4,
Edirne,Havsa,2023,5,0.6324
Edirne,Havsa,2023,6,0.4087
Edirne,Havsa,2023,7,0.3204
Edirne,Havsa,2023,8,0.2476
Edirne,Havsa,2023,9,0.1982
Edirne,Havsa,2023,10,0.2032
Edirne,Havsa,2023,11,0.2579
Edirne,Havsa,2023,12,0.3503
Edirne,Havsa,2024,1,0.3989
Edirne,Havsa,2024,2,0.4259
Edirne,Havsa,2024,3,0.5409
Edirne,Havsa,2024,4,0.5717
Edirne,Havsa,2024,5,0.5329
Edirne,Havsa,2024,6,0.3716
Edirne,Havsa,2024,7,0.2619
Edirne,Havsa,2024,8,0.2118
Edirne,Havsa,2024,9,0.205
Edirne,Havsa,2024,10,0.2378
Edirne,Havsa,2024,11,0.237
Edirne,Havsa,2024,12,0.2907
Edirne,İpsala,2019,1,0.1235
Edirne,İpsala,2019,2,0.3396
Edirne,İpsala,2019,3,0.3836
Edirne,İpsala,2019,4,0.3384
Edirne,İpsala,2019,5,0.3625
Edirne,İpsala,2019,6,0.4243
Edirne,İpsala,2019,7,0.5693
Edirne,İpsala,2019,8,0.5496
Edirne,İpsala,2019,9,0.4356
Edirne,İpsala,2019,10,0.2521
Edirne,İpsala,2019,11,0.2587
Edirne,İpsala,2019,12,0.3416
Edirne,İpsala,2020,1,0.3438
Edirne,İpsala,2020,2,0.3778
Edirne,İpsala,2020,3,0.4371
Edirne,İpsala,2020,4,0.4352
Edirne,İpsala,2020,5,0.3957
Edirne,İpsala,2020,6,0.3666
Edirne,İpsala,2020,7,0.5049
Edirne,İpsala,2020,8,0.5322
Edirne,İpsala,2020,9,0.424
Edirne,İpsala,2020,10,0.2757
Edirne,İpsala,2020,11,0.2796
Edirne,İpsala,2020,12,0.2993
Edirne,İpsala,2021,1,0.3421
Edirne,İpsala,2021,2,0.2304
Edirne,İpsala,2021,3,0.3613
Edirne,İpsala,2021,4,0.4388
Edirne,İpsala,2021,5,0.3356
Edirne,İpsala,2021,6,0.3793
Edirne,İpsala,2021,7,0.5546
Edirne,İpsala,2021,8,0.5352
Edirne,İpsala,2021,9,0.4524
Edirne,İpsala,2021,10,0.2631
Edirne,İpsala,2021,11,0.2676
Edirne,İpsala,2021,12,0.3371
Edirne,İpsala,2022,1,0.3149
Edirne,İpsala,2022,2,0.3154
Edirne,İpsala,2022,3,0.3374
Edirne,İpsala,2022,4,0.3499
Edirne,İpsala,2022,5,0.3121
Edirne,İpsala,2022,6,0.3806
Edirne,İpsala,2022,7,0.5441
Edirne,İpsala,2022,8,0.5507
Edirne,İpsala,2022,9,0.4537
Edirne,İpsala,2022,10,0.2645
Edirne,İpsala,2022,11,0.2147
Edirne,İpsala,2022,12,0.2938
Edirne,İpsala,2023,1,0.2968
Edirne,İpsala,2023,2,0.3466
Edirne,İpsala,2023,3,0.3763
Edirne,İpsala,2023,4,
Edirne,İpsala,2023,5,0.415
Edirne,İpsala,2023,6,0.3314
Edirne,İpsala,2023,7,0.4988
Edirne,İpsala,2023,8,0.49
Edirne,İpsala,2023,9,0.4526
Edirne,İpsala,2023,10,0.3207
Edirne,İpsala,2023,11,0.2881
Edirne,İpsala,2023,12,0.3047
Edirne,İpsala,2024,1,0.3572
Edirne,İpsala,2024,2,0.3457
Edirne,İpsala,2024,3,0.4766
Edirne,İpsala,2024,4,0.4394
Edirne,İpsala,2024,5,0.3098
Edirne,İpsala,2024,6,0.3729
Edirne,İpsala,2024,7,0.5035
Edirne,İpsala,2024,8,0.5304
Edirne,İpsala,2024,9,0.4249
Edirne,İpsala,2024,10,0.277
Edirne,İpsala,2024,11,0.202
Edirne,İpsala,2024,12,0.2444
Edirne,Keşan,2019,1,0.1508
Edirne,Keşan,2019,2,0.3823
Edirne,Keşan,2019,3,0.4158
Edirne,Keşan,2019,4,0.46
Edirne,Keşan,2019,5,0.4565
Edirne,Keşan,2019,6,0.3285
Edirne,Keşan,2019,7,0.4323
Edirne,Keşan,2019,8,0.3695
Edirne,Keşan,2019,9,0.2668
Edirne,Keşan,2019,10,0.2631
Edirne,Keşan,2019,11,0.2125
Edirne,Keşan,2019,12,0.3712
Edirne,Keşan,2020,1,0.3736
Edirne,Keşan,2020,2,0.4269
Edirne,Keşan,2020,3,0.4565
Edirne,Keşan,2020,4,0.4629
Edirne,Keşan,2020,5,0.5114
Edirne,Keşan,2020,6,0.3156
Edirne,Keşan,2020,7,0.3657
Edirne,Keşan,2020,8,0.3061
Edirne,Keşan,2020,9,0.2621
Edirne,Keşan,2020,10,0.2544
Edirne,Keşan,2020,11,0.2787
Edirne,Keşan,2020,12,0.2599
Edirne,Keşan,2021,1,0.3518
Edirne,Keşan,2021,2,0.2103
Edirne,Keşan,2021,3,0.4059
Edirne,Keşan,2021,4,0.485
Edirne,Keşan,2021,5,0.4973
Edirne,Keşan,2021,6,0.4279
Edirne,Keşan,2021,7,0.4193
Edirne,Keşan,2021,8,0.337
Edirne,Keşan,2021,9,0.3047
Edirne,Keşan,2021,10,0.2118
Edirne,Keşan,2021,11,0.2961
Edirne,Keşan,2021,12,0.3585
Edirne,Keşan,2022,1,0.2698
Edirne,Keşan,2022,2,0.3653
Edirne,Keşan,2022,3,0.3786
Edirne,Keşan,2022,4,0.4404
Edirne,Keşan,2022,5,0.4515
Edirne,Keşan,2022,6,0.3595
Edirne,Keşan,2022,7,0.4172
Edirne,Keşan,2022,8,0.3539
Edirne,Keşan,2022,9,0.3056
Edirne,Keşan,2022,10,0.2546
Edirne,Keşan,2022,11,0.2325
Edirne,Keşan,2022,12,0.34
Edirne,Keşan,2023,1,0.2822
Edirne,Keşan,2023,2,0.4047
Edirne,Keşan,2023,3,0.3952
Edirne,Keşan,2023,4,
Edirne,Keşan,2023,5,0.5284
Edirne,Keşan,2023,6,0.3705
Edirne,Keşan,2023,7,0.3827
Edirne,Keşan,2023,8,0.323
Edirne,Keşan,2023,9,0.2672
Edirne,Keşan,2023,10,0.2668
Edirne,Keşan,2023,11,0.3169
Edirne,Keşan,2023,12,0.3814
Edirne,Keşan,2024,1,0.3587
Edirne,Keşan,2024,2,0.416
Edirne,Keşan,2024,3,0.51
Edirne,Keşan,2024,4,0.5104
Edirne,Keşan,2024,5,0.4523
Edirne,Keşan,2024,6,0.3439
Edirne,Keşan,2024,7,0.3445
Edirne,Keşan,2024,8,0.3194
Edirne,Keşan,2024,9,0.3001
Edirne,Keşan,2024,10,0.2943
Edirne,Keşan,2024,11,0.2213
Edirne,Keşan,2024,12,0.2774
Edirne,Lalapaşa,2019,1,0.327
Edirne,Lalapaşa,2019,2,0.4432
Edirne,Lalapaşa,2019,3,0.4875
Edirne,Lalapaşa,2019,4,0.5261
Edirne,Lalapaşa,2019,5,0.5803
Edirne,Lalapaşa,2019,6,0.3207
Edirne,Lalapaşa,2019,7,0.3259
Edirne,Lalapaşa,2019,8,0.3029
Edirne,Lalapaşa,2019,9,0.2564
Edirne,Lalapaşa,2019,10,0.2789
Edirne,Lalapaşa,2019,11,0.3543
Edirne,Lalapaşa,2019,12,0.455
Edirne,Lalapaşa,2020,1,0.525
Edirne,Lalapaşa,2020,2,0.489
Edirne,Lalapaşa,2020,3,0.586
Edirne,Lalapaşa,2020,4,0.6068
Edirne,Lalapaşa,2020,5,0.5658
Edirne,Lalapaşa,2020,6,0.4072
Edirne,Lalapaşa,2020,7,0.265
Edirne,Lalapaşa,2020,8,0.1868
Edirne,Lalapaşa,2020,9,0.2122
Edirne,Lalapaşa,2020,10,0.2397
Edirne,Lalapaşa,2020,11,0.414
Edirne,Lalapaşa,2020,12,
Edirne,Lalapaşa,2021,1,0.6099
Edirne,Lalapaşa,2021,2,0.5413
Edirne,Lalapaşa,2021,3,0.5496
Edirne,Lalapaşa,2021,4,0.6344
Edirne,Lalapaşa,2021,5,0.633
Edirne,Lalapaşa,2021,6,0.4426
Edirne,Lalapaşa,2021,7,0.3562
Edirne,Lalapaşa,2021,8,0.2886
Edirne,Lalapaşa,2021,9,0.2651
Edirne,Lalapaşa,2021,10,0.2896
Edirne,Lalapaşa,2021,11,0.4131
Edirne,Lalapaşa,2021,12,0.4669
Edirne,Lalapaşa,2022,1,0.4929
Edirne,Lalapaşa,2022,2,0.4161
Edirne,Lalapaşa,2022,3,0.4581
Edirne,Lalapaşa,2022,4,0.5568
Edirne,Lalapaşa,2022,5,0.5857
Edirne,Lalapaşa,2022,6,0.4386
Edirne,Lalapaşa,2022,7,0.2941
Edirne,Lalapaşa,2022,8,0.2549
Edirne,Lalapaşa,2022,9,0.3175
Edirne,Lalapaşa,2022,10,0.2599
Edirne,Lalapaşa,2022,11,0.2603
Edirne,Lalapaşa,2022,12,0.4391
Edirne,Lalapaşa,2023,1,0.4527
Edirne,Lalapaşa,2023,2,0.4934
Edirne,Lalapaşa,2023,3,0.5739
Edirne,Lalapaşa,2023,4,
Edirne,Lalapaşa,2023,5,0.6455
Edirne,Lalapaşa,2023,6,0.453
Edirne,Lalapaşa,2023,7,0.3678
Edirne,Lalapaşa,2023,8,0.309
Edirne,Lalapaşa,2023,9,0.2872
Edirne,Lalapaşa,2023,10,0.2564
Edirne,Lalapaşa,2023,11,0.3349
Edirne,Lalapaşa,2023,12,0.4069
Edirne,Lalapaşa,2024,1,0.447
Edirne,Lalapaşa,2024,2,0.4467
Edirne,Lalapaşa,2024,3,
Edirne,Lalapaşa,2024,4,0.6446
Edirne,Lalapaşa,2024,5,0.6102
Edirne,Lalapaşa,2024,6,0.3659
Edirne,Lalapaşa,2024,7,0.2621
Edirne,Lalapaşa,2024,8,0.2093
Edirne,Lalapaşa,2024,9,0.2209
Edirne,Lalapaşa,2024,10,0.2705
Edirne,Lalapaşa,2024,11,0.2692
Edirne,Lalapaşa,2024,12,0.3188
Edirne,Meriç,2019,1,0.168
Edirne,Meriç,2019,2,0.3962
Edirne,Meriç,2019,3,0.4162
Edirne,Meriç,2019,4,0.4854
Edirne,Meriç,2019,5,0.5796
Edirne,Meriç,2019,6,0.5425
Edirne,Meriç,2019,7,0.5171
Edirne,Meriç,2019,8,0.4701
Edirne,Meriç,2019,9,0.4149
Edirne,Meriç,2019,10,0.3908
Edirne,Meriç,2019,11,0.4138
Edirne,Meriç,2019,12,0.43
Edirne,Meriç,2020,1,0.4382
Edirne,Meriç,2020,2,0.4411
Edirne,Meriç,2020,3,0.4715
Edirne,Meriç,2020,4,0.5288
Edirne,Meriç,2020,5,0.5957
Edirne,Meriç,2020,6,0.4725
Edirne,Meriç,2020,7,0.452
Edirne,Meriç,2020,8,0.4164
Edirne,Meriç,2020,9,0.3763
Edirne,Meriç,2020,10,0.4054
Edirne,Meriç,2020,11,0.4477
Edirne,Meriç,2020,12,0.4096
Edirne,Meriç,2021,1,0.4518
Edirne,Meriç,2021,2,0.3091
Edirne,Meriç,2021,3,0.4189
Edirne,Meriç,2021,4,0.4888
Edirne,Meriç,2021,5,0.5766
Edirne,Meriç,2021,6,0.5253
Edirne,Meriç,2021,7,0.5126
Edirne,Meriç,2021,8,0.4453
Edirne,Meriç,2021,9,0.4364
Edirne,Meriç,2021,10,0.3582
Edirne,Meriç,2021,11,0.3814
Edirne,Meriç,2021,12,0.4209
Edirne,Meriç,2022,1,0.4381
Edirne,Meriç,2022,2,0.396
Edirne,Meriç,2022,3,0.3753
Edirne,Meriç,2022,4,0.4506
Edirne,Meriç,2022,5,0.557
Edirne,Meriç,2022,6,0.5366
Edirne,Meriç,2022,7,0.5002
Edirne,Meriç,2022,8,0.4432
Edirne,Meriç,2022,9,0.4288
Edirne,Meriç,2022,10,0.4241
Edirne,Meriç,2022,11,0.3708
Edirne,Meriç,2022,12,0.4001
Edirne,Meriç,2023,1,0.3918
Edirne,Meriç,2023,2,0.3915
Edirne,Meriç,2023,3,0.4151
Edirne,Meriç,2023,4,
Edirne,Meriç,2023,5,0.6146
Edirne,Meriç,2023,6,0.5288
Edirne,Meriç,2023,7,0.4473
Edirne,Meriç,2023,8,0.4005
Edirne,Meriç,2023,9,0.3454
Edirne,Meriç,2023,10,0.3797
Edirne,Meriç,2023,11,0.4326
Edirne,Meriç,2023,12,0.4151
Edirne,Meriç,2024,1,0.4283
Edirne,Meriç,2024,2,0.3917
Edirne,Meriç,2024,3,0.4581
Edirne,Meriç,2024,4,0.564
Edirne,Meriç,2024,5,0.5902
Edirne,Meriç,2024,6,0.4675
Edirne,Meriç,2024,7,0.3952
Edirne,Meriç,2024,8,0.3811
Edirne,Meriç,2024,9,0.3811
Edirne,Meriç,2024,10,0.411
Edirne,Meriç,2024,11,0.3708
Edirne,Meriç,2024,12,0.3499
Edirne,Merkez,2019,1,0.1929
Edirne,Merkez,2019,2,0.3024
Edirne,Merkez,2019,3,0.3458
Edirne,Merkez,2019,4,0.4136
Edirne,Merkez,2019,5,0.4873
Edirne,Merkez,2019,6,0.3555
Edirne,Merkez,2019,7,0.4099
Edirne,Merkez,2019,8,0.375
Edirne,Merkez,2019,9,0.2774
Edirne,Merkez,2019,10,0.2725
Edirne,Merkez,2019,11,0.179
Edirne,Merkez,2019,12,0.2482
Edirne,Merkez,2020,1,0.3126
Edirne,Merkez,2020,2,0.3405
Edirne,Merkez,2020,3,0.3808
Edirne,Merkez,2020,4,0.4289
Edirne,Merkez,2020,5,0.4754
Edirne,Merkez,2020,6,0.4542
Edirne,Merkez,2020,7,0.3758
Edirne,Merkez,2020,8,0.3163
Edirne,Merkez,2020,9,0.2829
Edirne,Merkez,2020,10,0.2648
Edirne,Merkez,2020,11,0.3148
Edirne,Merkez,2020,12,
Edirne,Merkez,2021,1,0.366
Edirne,Merkez,2021,2,0.3023
Edirne,Merkez,2021,3,0.3501
Edirne,Merkez,2021,4,0.4164
Edirne,Merkez,2021,5,0.45
Edirne,Merkez,2021,6,0.3999
Edirne,Merkez,2021,7,0.4156
Edirne,Merkez,2021,8,0.3925
Edirne,Merkez,2021,9,0.3201
Edirne,Merkez,2021,10,0.2666
Edirne,Merkez,2021,11,0.3256
Edirne,Merkez,2021,12,0.38
Edirne,Merkez,2022,1,0.344
Edirne,Merkez,2022,2,0.3262
Edirne,Merkez,2022,3,0.3127
Edirne,Merkez,2022,4,0.3854
Edirne,Merkez,2022,5,0.4591
Edirne,Merkez,2022,6,0.4568
Edirne,Merkez,2022,7,0.3999
Edirne,Merkez,2022,8,0.3394
Edirne,Merkez,2022,9,0.3541
Edirne,Merkez,2022,10,0.2633
Edirne,Merkez,2022,11,0.2209
Edirne,Merkez,2022,12,0.3124
Edirne,Merkez,2023,1,0.2053
Edirne,Merkez,2023,2,0.3299
Edirne,Merkez,2023,3,0.3827
Edirne,Merkez,2023,4,
Edirne,Merkez,2023,5,0.4638
Edirne,Merkez,2023,6,0.4095
Edirne,Merkez,2023,7,0.3956
Edirne,Merkez,2023,8,0.3637
Edirne,Merkez,2023,9,0.3097
Edirne,Merkez,2023,10,0.2701
Edirne,Merkez,2023,11,0.2809
Edirne,Merkez,2023,12,0.2958
Edirne,Merkez,2024,1,0.327
Edirne,Merkez,2024,2,0.3393
Edirne,Merkez,2024,3,
Edirne,Merkez,2024,4,0.4484
Edirne,Merkez,2024,5,0.4363
Edirne,Merkez,2024,6,0.3579
Edirne,Merkez,2024,7,0.3411
Edirne,Merkez,2024,8,0.2998
Edirne,Merkez,2024,9,0.2759
Edirne,Merkez,2024,10,0.2813
Edirne,Merkez,2024,11,0.2487
Edirne,Merkez,2024,12,0.2518
Edirne,Süloğlu,2019,1,0.2165
Edirne,Süloğlu,2019,2,0.373
Edirne,Süloğlu,2019,3,0.4193
Edirne,Süloğlu,2019,4,0.4378
Edirne,Süloğlu,2019,5,0.5408
Edirne,Süloğlu,2019,6,0.4198
Edirne,Süloğlu,2019,7,0.4038
Edirne,Süloğlu,2019,8,0.3354
Edirne,Süloğlu,2019,9,0.3038
Edirne,Süloğlu,2019,10,0.2735
Edirne,Süloğlu,2019,11,0.1907
Edirne,Süloğlu,2019,12,0.403
Edirne,Süloğlu,2020,1,0.4608
Edirne,Süloğlu,2020,2,0.4399
Edirne,Süloğlu,2020,3,0.5081
Edirne,Süloğlu,2020,4,0.5406
Edirne,Süloğlu,2020,5,0.4596
Edirne,Süloğlu,2020,6,0.4449
Edirne,Süloğlu,2020,7,0.3629
Edirne,Süloğlu,2020,8,0.2559
Edirne,Süloğlu,2020,9,0.27
Edirne,Süloğlu,2020,10,0.2641
Edirne,Süloğlu,2020,11,0.3692
Edirne,Süloğlu,2020,12,
Edirne,Süloğlu,2021,1,0.486
Edirne,Süloğlu,2021,2,0.4723
Edirne,Süloğlu,2021,3,0.4508
