year,month,precip_mm,il,source,drought_year
2005,10,72.0,Sakarya,Open-Meteo (ERA5),False
2005,11,122.8,Sakarya,Open-Meteo (ERA5),False
2005,12,73.9,Sakarya,Open-Meteo (ERA5),False
2006,1,104.7,Sakarya,Open-Meteo (ERA5),False
2006,2,96.1,Sakarya,Open-Meteo (ERA5),False
2006,3,81.7,Sakarya,Open-Meteo (ERA5),False
2006,4,18.8,Sakarya,Open-Meteo (ERA5),False
2006,5,37.2,Sakarya,Open-Meteo (ERA5),False
2006,6,54.3,Sakarya,Open-Meteo (ERA5),False
2006,7,4.7,Sakarya,Open-Meteo (ERA5),False
2006,8,10.4,Sakarya,Open-Meteo (ERA5),False
2006,9,66.0,Sakarya,Open-Meteo (ERA5),False
2006,10,60.2,Sakarya,Open-Meteo (ERA5),False
2006,11,72.0,Sakarya,Open-Meteo (ERA5),False
2006,12,43.4,Sakarya,Open-Meteo (ERA5),False
2007,1,104.0,Sakarya,Open-Meteo (ERA5),False
2007,2,36.3,Sakarya,Open-Meteo (ERA5),False
2007,3,101.2,Sakarya,Open-Meteo (ERA5),False
2007,4,48.7,Sakarya,Open-Meteo (ERA5),False
2007,5,62.1,Sakarya,Open-Meteo (ERA5),False
2007,6,44.6,Sakarya,Open-Meteo (ERA5),False
2007,7,10.3,Sakarya,Open-Meteo (ERA5),False
2007,8,43.0,Sakarya,Open-Meteo (ERA5),False
2007,9,56.6,Sakarya,Open-Meteo (ERA5),False
2007,10,90.3,Sakarya,Open-Meteo (ERA5),False
2007,11,79.9,Sakarya,Open-Meteo (ERA5),False
2007,12,86.1,Sakarya,Open-Meteo (ERA5),False
2008,1,80.8,Sakarya,Open-Meteo (ERA5),False
2008,2,59.1,Sakarya,Open-Meteo (ERA5),False
2008,3,112.6,Sakarya,Open-Meteo (ERA5),False
2008,4,40.3,Sakarya,Open-Meteo (ERA5),False
2008,5,55.2,Sakarya,Open-Meteo (ERA5),False
2008,6,20.6,Sakarya,Open-Meteo (ERA5),False
2008,7,40.8,Sakarya,Open-Meteo (ERA5),False
2008,8,2.3,Sakarya,Open-Meteo (ERA5),False
2008,9,130.8,Sakarya,Open-Meteo (ERA5),False
2008,10,54.1,Sakarya,Open-Meteo (ERA5),False
2008,11,80.5,Sakarya,Open-Meteo (ERA5),False
2008,12,83.5,Sakarya,Open-Meteo (ERA5),False
2009,1,106.3,Sakarya,Open-Meteo (ERA5),False
2009,2,135.4,Sakarya,Open-Meteo (ERA5),False
2009,3,132.4,Sakarya,Open-Meteo (ERA5),False
2009,4,62.1,Sakarya,Open-Meteo (ERA5),False
2009,5,38.7,Sakarya,Open-Meteo (ERA5),False
2009,6,29.2,Sakarya,Open-Meteo (ERA5),False
2009,7,64.6,Sakarya,Open-Meteo (ERA5),False
2009,8,4.0,Sakarya,Open-Meteo (ERA5),False
2009,9,77.2,Sakarya,Open-Meteo (ERA5),False
2009,10,54.2,Sakarya,Open-Meteo (ERA5),False
2009,11,85.4,Sakarya,Open-Meteo (ERA5),False
2009,12,106.7,Sakarya,Open-Meteo (ERA5),False
2010,1,111.7,Sakarya,Open-Meteo (ERA5),False
2010,2,127.0,Sakarya,Open-Meteo (ERA5),False
2010,3,105.9,Sakarya,Open-Meteo (ERA5),False
2010,4,73.7,Sakarya,Open-Meteo (ERA5),False
2010,5,50.6,Sakarya,Open-Meteo (ERA5),False
2010,6,104.0,Sakarya,Open-Meteo (ERA5),False
2010,7,9.8,Sakarya,Open-Meteo (ERA5),False
2010,8,1.4,Sakarya,Open-Meteo (ERA5),False
2010,9,94.4,Sakarya,Open-Meteo (ERA5),False
2010,10,213.3,Sakarya,Open-Meteo (ERA5),False
2010,11,9.6,Sakarya,Open-Meteo (ERA5),False
2010,12,123.9,Sakarya,Open-Meteo (ERA5),False
2011,1,93.9,Sakarya,Open-Meteo (ERA5),False
2011,2,41.3,Sakarya,Open-Meteo (ERA5),False
2011,3,111.3,Sakarya,Open-Meteo (ERA5),False
2011,4,101.7,Sakarya,Open-Meteo (ERA5),False
2011,5,64.3,Sakarya,Open-Meteo (ERA5),False
2011,6,61.4,Sakarya,Open-Meteo (ERA5),False
2011,7,20.9,Sakarya,Open-Meteo (ERA5),False
2011,8,34.6,Sakarya,Open-Meteo (ERA5),False
2011,9,19.8,Sakarya,Open-Meteo (ERA5),False
2011,10,115.0,Sakarya,Open-Meteo (ERA5),False
2011,11,17.3,Sakarya,Open-Meteo (ERA5),False
2011,12,115.9,Sakarya,Open-Meteo (ERA5),False
2012,1,147.0,Sakarya,Open-Meteo (ERA5),False
2012,2,142.6,Sakarya,Open-Meteo (ERA5),False
2012,3,102.1,Sakarya,Open-Meteo (ERA5),False
2012,4,66.2,Sakarya,Open-Meteo (ERA5),False
2012,5,93.4,Sakarya,Open-Meteo (ERA5),False
2012,6,32.7,Sakarya,Open-Meteo (ERA5),False
2012,7,8.5,Sakarya,Open-Meteo (ERA5),False
2012,8,52.7,Sakarya,Open-Meteo (ERA5),False
2012,9,6.5,Sakarya,Open-Meteo (ERA5),False
2012,10,32.7,Sakarya,Open-Meteo (ERA5),False
2012,11,56.8,Sakarya,Open-Meteo (ERA5),False
2012,12,156.7,Sakarya,Open-Meteo (ERA5),False
2013,1,76.4,Sakarya,Open-Meteo (ERA5),False
2013,2,81.2,Sakarya,Open-Meteo (ERA5),False
2013,3,107.3,Sakarya,Open-Meteo (ERA5),False
2013,4,67.2,Sakarya,Open-Meteo (ERA5),False
2013,5,32.2,Sakarya,Open-Meteo (ERA5),False
2013,6,41.0,Sakarya,Open-Meteo (ERA5),False
2013,7,8.5,Sakarya,Open-Meteo (ERA5),False
2013,8,12.7,Sakarya,Open-Meteo (ERA5),False
2013,9,22.3,Sakarya,Open-Meteo (ERA5),False
2013,10,143.0,Sakarya,Open-Meteo (ERA5),False
2013,11,53.2,Sakarya,Open-Meteo (ERA5),False
2013,12,48.9,Sakarya,Open-Meteo (ERA5),False
2014,1,24.9,Sakarya,Open-Meteo (ERA5),False
2014,2,26.9,Sakarya,Open-Meteo (ERA5),False
2014,3,98.9,Sakarya,Open-Meteo (ERA5),False
2014,4,64.2,Sakarya,Open-Meteo (ERA5),False
2014,5,79.9,Sakarya,Open-Meteo (ERA5),False
2014,6,107.0,Sakarya,Open-Meteo (ERA5),False
2014,7,44.2,Sakarya,Open-Meteo (ERA5),False
2014,8,59.3,Sakarya,Open-Meteo (ERA5),False
2014,9,104.8,Sakarya,Open-Meteo (ERA5),False
2014,10,151.3,Sakarya,Open-Meteo (ERA5),False
2014,11,84.3,Sakarya,Open-Meteo (ERA5),False
2014,12,128.4,Sakarya,Open-Meteo (ERA5),False
2015,1,124.0,Sakarya,Open-Meteo (ERA5),False
2015,2,147.0,Sakarya,Open-Meteo (ERA5),False
2015,3,86.3,Sakarya,Open-Meteo (ERA5),False
2015,4,99.1,Sakarya,Open-Meteo (ERA5),False
2015,5,63.5,Sakarya,Open-Meteo (ERA5),False
2015,6,105.5,Sakarya,Open-Meteo (ERA5),False
2015,7,8.9,Sakarya,Open-Meteo (ERA5),False
2015,8,29.5,Sakarya,Open-Meteo (ERA5),False
2015,9,112.6,Sakarya,Open-Meteo (ERA5),False
2015,10,86.3,Sakarya,Open-Meteo (ERA5),False
2015,11,24.6,Sakarya,Open-Meteo (ERA5),False
2015,12,30.3,Sakarya,Open-Meteo (ERA5),False
2016,1,129.4,Sakarya,Open-Meteo (ERA5),False
2016,2,103.3,Sakarya,Open-Meteo (ERA5),False
2016,3,91.6,Sakarya,Open-Meteo (ERA5),False
2016,4,50.5,Sakarya,Open-Meteo (ERA5),False
2016,5,137.3,Sakarya,Open-Meteo (ERA5),False
2016,6,51.8,Sakarya,Open-Meteo (ERA5),False
2016,7,21.2,Sakarya,Open-Meteo (ERA5),False
2016,8,68.6,Sakarya,Open-Meteo (ERA5),False
2016,9,44.3,Sakarya,Open-Meteo (ERA5),False
2016,10,29.8,Sakarya,Open-Meteo (ERA5),False
2016,11,87.1,Sakarya,Open-Meteo (ERA5),False
2016,12,148.7,Sakarya,Open-Meteo (ERA5),False
2017,1,109.5,Sakarya,Open-Meteo (ERA5),False
2017,2,24.1,Sakarya,Open-Meteo (ERA5),False
2017,3,68.1,Sakarya,Open-Meteo (ERA5),False
2017,4,83.9,Sakarya,Open-Meteo (ERA5),False
2017,5,84.2,Sakarya,Open-Meteo (ERA5),False
2017,6,117.3,Sakarya,Open-Meteo (ERA5),False
2017,7,93.3,Sakarya,Open-Meteo (ERA5),False
2017,8,49.4,Sakarya,Open-Meteo (ERA5),False
2017,9,50.4,Sakarya,Open-Meteo (ERA5),False
2017,10,131.7,Sakarya,Open-Meteo (ERA5),False
2017,11,90.4,Sakarya,Open-Meteo (ERA5),False
2017,12,139.1,Sakarya,Open-Meteo (ERA5),False
2018,1,110.7,Sakarya,Open-Meteo (ERA5),False
2018,2,104.0,Sakarya,Open-Meteo (ERA5),False
2018,3,127.6,Sakarya,Open-Meteo (ERA5),False
2018,4,29.1,Sakarya,Open-Meteo (ERA5),False
2018,5,194.2,Sakarya,Open-Meteo (ERA5),False
2018,6,66.5,Sakarya,Open-Meteo (ERA5),False
2018,7,55.7,Sakarya,Open-Meteo (ERA5),False
2018,8,20.6,Sakarya,Open-Meteo (ERA5),False
2018,9,110.1,Sakarya,Open-Meteo (ERA5),False
2018,10,77.1,Sakarya,Open-Meteo (ERA5),False
2018,11,102.1,Sakarya,Open-Meteo (ERA5),False
2018,12,190.0,Sakarya,Open-Meteo (ERA5),False
2019,1,119.6,Sakarya,Open-Meteo (ERA5),False
2019,2,113.8,Sakarya,Open-Meteo (ERA5),False
2019,3,44.4,Sakarya,Open-Meteo (ERA5),False
2019,4,88.3,Sakarya,Open-Meteo (ERA5),False
2019,5,57.3,Sakarya,Open-Meteo (ERA5),False
2019,6,146.3,Sakarya,Open-Meteo (ERA5),False
2019,7,121.9,Sakarya,Open-Meteo (ERA5),False
2019,8,134.1,Sakarya,Open-Meteo (ERA5),False
2019,9,57.0,Sakarya,Open-Meteo (ERA5),False
2019,10,55.8,Sakarya,Open-Meteo (ERA5),False
2019,11,53.6,Sakarya,Open-Meteo (ERA5),False
2019,12,140.5,Sakarya,Open-Meteo (ERA5),False
2020,1,140.0,Sakarya,Open-Meteo (ERA5),False
2020,2,134.5,Sakarya,Open-Meteo (ERA5),False
2020,3,96.2,Sakarya,Open-Meteo (ERA5),False
2020,4,63.3,Sakarya,Open-Meteo (ERA5),False
2020,5,130.3,Sakarya,Open-Meteo (ERA5),False
2020,6,98.4,Sakarya,Open-Meteo (ERA5),False
2020,7,54.3,Sakarya,Open-Meteo (ERA5),False
2020,8,5.2,Sakarya,Open-Meteo (ERA5),False
2020,9,38.9,Sakarya,Open-Meteo (ERA5),False
2020,10,72.1,Sakarya,Open-Meteo (ERA5),False
2020,11,50.1,Sakarya,Open-Meteo (ERA5),False
2020,12,61.9,Sakarya,Open-Meteo (ERA5),False
2021,1,139.5,Sakarya,Open-Meteo (ERA5),False
2021,2,82.2,Sakarya,Open-Meteo (ERA5),False
2021,3,162.0,Sakarya,Open-Meteo (ERA5),False
2021,4,137.0,Sakarya,Open-Meteo (ERA5),False
2021,5,99.1,Sakarya,Open-Meteo (ERA5),False
2021,6,117.5,Sakarya,Open-Meteo (ERA5),False
2021,7,124.4,Sakarya,Open-Meteo (ERA5),False
2021,8,100.6,Sakarya,Open-Meteo (ERA5),False
2021,9,94.2,Sakarya,Open-Meteo (ERA5),False
2021,10,82.9,Sakarya,Open-Meteo (ERA5),False
2021,11,108.4,Sakarya,Open-Meteo (ERA5),False
2021,12,121.0,Sakarya,Open-Meteo (ERA5),False
2022,1,152.0,Sakarya,Open-Meteo (ERA5),False
2022,2,148.8,Sakarya,Open-Meteo (ERA5),False
2022,3,130.9,Sakarya,Open-Meteo (ERA5),False
2022,4,77.1,Sakarya,Open-Meteo (ERA5),False
2022,5,52.0,Sakarya,Open-Meteo (ERA5),False
2022,6,151.4,Sakarya,Open-Meteo (ERA5),False
2022,7,38.1,Sakarya,Open-Meteo (ERA5),False
2022,8,74.4,Sakarya,Open-Meteo (ERA5),False
2022,9,91.0,Sakarya,Open-Meteo (ERA5),False
2022,10,137.8,Sakarya,Open-Meteo (ERA5),False
2022,11,20.4,Sakarya,Open-Meteo (ERA5),False
2022,12,55.3,Sakarya,Open-Meteo (ERA5),False
2023,1,47.5,Sakarya,Open-Meteo (ERA5),False
2023,2,92.3,Sakarya,Open-Meteo (ERA5),False
2023,3,186.5,Sakarya,Open-Meteo (ERA5),False
2023,4,152.8,Sakarya,Open-Meteo (ERA5),False
2023,5,125.8,Sakarya,Open-Meteo (ERA5),False
2023,6,149.1,Sakarya,Open-Meteo (ERA5),False
2023,7,80.6,Sakarya,Open-Meteo (ERA5),False
2023,8,26.2,Sakarya,Open-Meteo (ERA5),False
2023,9,47.3,Sakarya,Open-Meteo (ERA5),False
2023,10,85.9,Sakarya,Open-Meteo (ERA5),False
2023,11,205.4,Sakarya,Open-Meteo (ERA5),False
2023,12,159.8,Sakarya,Open-Meteo (ERA5),False
2024,1,173.8,Sakarya,Open-Meteo (ERA5),False
2024,2,79.7,Sakarya,Open-Meteo (ERA5),False
2024,3,133.6,Sakarya,Open-Meteo (ERA5),False
2024,4,33.4,Sakarya,Open-Meteo (ERA5),False
2024,5,113.5,Sakarya,Open-Meteo (ERA5),False
2024,6,8.0,Sakarya,Open-Meteo (ERA5),False
2024,7,96.8,Sakarya,Open-Meteo (ERA5),False
2024,8,28.3,Sakarya,Open-Meteo (ERA5),False
2024,9,80.1,Sakarya,Open-Meteo (ERA5),False
2024,10,105.8,Sakarya,Open-Meteo (ERA5),False
2024,11,147.6,Sakarya,Open-Meteo (ERA5),False
2024,12,173.0,Sakarya,Open-Meteo (ERA5),False
2004,1,171.4,Düzce,Open-Meteo (ERA5),False
2004,2,127.1,Düzce,Open-Meteo (ERA5),False
2004,3,88.3,Düzce,Open-Meteo (ERA5),False
2004,4,83.5,Düzce,Open-Meteo (ERA5),False
2004,5,101.1,Düzce,Open-Meteo (ERA5),False
2004,6,98.1,Düzce,Open-Meteo (ERA5),False
2004,7,18.5,Düzce,Open-Meteo (ERA5),False
2004,8,100.2,Düzce,Open-Meteo (ERA5),False
2004,9,16.9,Düzce,Open-Meteo (ERA5),False
2004,10,46.3,Düzce,Open-Meteo (ERA5),False
2004,11,98.9,Düzce,Open-Meteo (ERA5),False
2004,12,63.8,Düzce,Open-Meteo (ERA5),False
2005,1,143.0,Düzce,Open-Meteo (ERA5),False
2005,2,88.2,Düzce,Open-Meteo (ERA5),False
2005,3,123.3,Düzce,Open-Meteo (ERA5),False
2005,4,132.7,Düzce,Open-Meteo (ERA5),False
2005,5,90.5,Düzce,Open-Meteo (ERA5),False
2005,6,116.7,Düzce,Open-Meteo (ERA5),False
2005,7,70.8,Düzce,Open-Meteo (ERA5),False
2005,8,47.1,Düzce,Open-Meteo (ERA5),False
2005,9,112.9,Düzce,Open-Meteo (ERA5),False
2005,10,110.1,Düzce,Open-Meteo (ERA5),False
2005,11,127.8,Düzce,Open-Meteo (ERA5),False
2005,12,83.2,Düzce,Open-Meteo (ERA5),False
2006,1,102.0,Düzce,Open-Meteo (ERA5),False
2006,2,103.9,Düzce,Open-Meteo (ERA5),False
2006,3,108.4,Düzce,Open-Meteo (ERA5),False
2006,4,36.3,Düzce,Open-Meteo (ERA5),False
2006,5,59.3,Düzce,Open-Meteo (ERA5),False
2006,6,88.9,Düzce,Open-Meteo (ERA5),False
2006,7,15.6,Düzce,Open-Meteo (ERA5),False
2006,8,14.4,Düzce,Open-Meteo (ERA5),False
2006,9,125.3,Düzce,Open-Meteo (ERA5),False
2006,10,75.3,Düzce,Open-Meteo (ERA5),False
2006,11,79.1,Düzce,Open-Meteo (ERA5),False
2006,12,42.9,Düzce,Open-Meteo (ERA5),False
2007,1,127.3,Düzce,Open-Meteo (ERA5),False
2007,2,32.4,Düzce,Open-Meteo (ERA5),False
2007,3,114.6,Düzce,Open-Meteo (ERA5),False
2007,4,50.9,Düzce,Open-Meteo (ERA5),False
2007,5,90.7,Düzce,Open-Meteo (ERA5),False
2007,6,94.0,Düzce,Open-Meteo (ERA5),False
2007,7,14.7,Düzce,Open-Meteo (ERA5),False
2007,8,58.9,Düzce,Open-Meteo (ERA5),False
2007,9,44.2,Düzce,Open-Meteo (ERA5),False
2007,10,100.9,Düzce,Open-Meteo (ERA5),False
2007,11,101.1,Düzce,Open-Meteo (ERA5),False
2007,12,96.0,Düzce,Open-Meteo (ERA5),False
2008,1,82.0,Düzce,Open-Meteo (ERA5),False
2008,2,65.4,Düzce,Open-Meteo (ERA5),False
2008,3,150.1,Düzce,Open-Meteo (ERA5),False
2008,4,77.6,Düzce,Open-Meteo (ERA5),False
2008,5,62.8,Düzce,Open-Meteo (ERA5),False
2008,6,47.2,Düzce,Open-Meteo (ERA5),False
2008,7,43.9,Düzce,Open-Meteo (ERA5),False
2008,8,4.4,Düzce,Open-Meteo (ERA5),False
2008,9,156.0,Düzce,Open-Meteo (ERA5),False
2008,10,71.9,Düzce,Open-Meteo (ERA5),False
2008,11,79.7,Düzce,Open-Meteo (ERA5),False
2008,12,94.7,Düzce,Open-Meteo (ERA5),False
2009,1,126.2,Düzce,Open-Meteo (ERA5),False
2009,2,159.4,Düzce,Open-Meteo (ERA5),False
2009,3,169.4,Düzce,Open-Meteo (ERA5),False
2009,4,105.6,Düzce,Open-Meteo (ERA5),False
2009,5,62.7,Düzce,Open-Meteo (ERA5),False
2009,6,51.4,Düzce,Open-Meteo (ERA5),False
2009,7,100.3,Düzce,Open-Meteo (ERA5),False
2009,8,14.3,Düzce,Open-Meteo (ERA5),False
2009,9,72.8,Düzce,Open-Meteo (ERA5),False
2009,10,60.4,Düzce,Open-Meteo (ERA5),False
2009,11,91.5,Düzce,Open-Meteo (ERA5),False
2009,12,112.1,Düzce,Open-Meteo (ERA5),False
2010,1,117.5,Düzce,Open-Meteo (ERA5),False
2010,2,154.0,Düzce,Open-Meteo (ERA5),False
2010,3,130.7,Düzce,Open-Meteo (ERA5),False
2010,4,102.3,Düzce,Open-Meteo (ERA5),False
2010,5,64.2,Düzce,Open-Meteo (ERA5),False
2010,6,147.9,Düzce,Open-Meteo (ERA5),False
2010,7,39.9,Düzce,Open-Meteo (ERA5),False
2010,8,1.7,Düzce,Open-Meteo (ERA5),False
2010,9,121.7,Düzce,Open-Meteo (ERA5),False
2010,10,208.2,Düzce,Open-Meteo (ERA5),False
2010,11,18.8,Düzce,Open-Meteo (ERA5),False
2010,12,135.2,Düzce,Open-Meteo (ERA5),False
2011,1,78.2,Düzce,Open-Meteo (ERA5),False
2011,2,45.8,Düzce,Open-Meteo (ERA5),False
2011,3,128.3,Düzce,Open-Meteo (ERA5),False
2011,4,130.9,Düzce,Open-Meteo (ERA5),False
2011,5,145.0,Düzce,Open-Meteo (ERA5),False
2011,6,107.4,Düzce,Open-Meteo (ERA5),False
2011,7,31.3,Düzce,Open-Meteo (ERA5),False
2011,8,34.9,Düzce,Open-Meteo (ERA5),False
2011,9,27.7,Düzce,Open-Meteo (ERA5),False
2011,10,102.2,Düzce,Open-Meteo (ERA5),False
2011,11,14.5,Düzce,Open-Meteo (ERA5),False
2011,12,113.2,Düzce,Open-Meteo (ERA5),False
2012,1,149.9,Düzce,Open-Meteo (ERA5),False
2012,2,154.9,Düzce,Open-Meteo (ERA5),False
2012,3,124.1,Düzce,Open-Meteo (ERA5),False
2012,4,86.4,Düzce,Open-Meteo (ERA5),False
2012,5,153.5,Düzce,Open-Meteo (ERA5),False
2012,6,46.3,Düzce,Open-Meteo (ERA5),False
2012,7,21.2,Düzce,Open-Meteo (ERA5),False
2012,8,61.9,Düzce,Open-Meteo (ERA5),False
2012,9,20.6,Düzce,Open-Meteo (ERA5),False
2012,10,54.9,Düzce,Open-Meteo (ERA5),False
2012,11,59.6,Düzce,Open-Meteo (ERA5),False
2012,12,164.5,Düzce,Open-Meteo (ERA5),False
2013,1,96.8,Düzce,Open-Meteo (ERA5),False
2013,2,82.4,Düzce,Open-Meteo (ERA5),False
2013,3,146.6,Düzce,Open-Meteo (ERA5),False
2013,4,99.6,Düzce,Open-Meteo (ERA5),False
2013,5,58.9,Düzce,Open-Meteo (ERA5),False
2013,6,72.7,Düzce,Open-Meteo (ERA5),False
2013,7,34.1,Düzce,Open-Meteo (ERA5),False
2013,8,20.7,Düzce,Open-Meteo (ERA5),False
2013,9,34.1,Düzce,Open-Meteo (ERA5),False
2013,10,136.8,Düzce,Open-Meteo (ERA5),False
2013,11,62.2,Düzce,Open-Meteo (ERA5),False
2013,12,46.0,Düzce,Open-Meteo (ERA5),False
2014,1,41.1,Düzce,Open-Meteo (ERA5),False
2014,2,40.5,Düzce,Open-Meteo (ERA5),False
2014,3,120.3,Düzce,Open-Meteo (ERA5),False
2014,4,127.7,Düzce,Open-Meteo (ERA5),False
2014,5,163.5,Düzce,Open-Meteo (ERA5),False
2014,6,145.8,Düzce,Open-Meteo (ERA5),False
2014,7,33.6,Düzce,Open-Meteo (ERA5),False
2014,8,71.1,Düzce,Open-Meteo (ERA5),False
2014,9,168.7,Düzce,Open-Meteo (ERA5),False
2014,10,163.1,Düzce,Open-Meteo (ERA5),False
2014,11,103.9,Düzce,Open-Meteo (ERA5),False
2014,12,150.1,Düzce,Open-Meteo (ERA5),False
2015,1,118.9,Düzce,Open-Meteo (ERA5),False
2015,2,147.6,Düzce,Open-Meteo (ERA5),False
2015,3,93.7,Düzce,Open-Meteo (ERA5),False
2015,4,111.6,Düzce,Open-Meteo (ERA5),False
2015,5,81.6,Düzce,Open-Meteo (ERA5),False
2015,6,216.2,Düzce,Open-Meteo (ERA5),False
2015,7,17.4,Düzce,Open-Meteo (ERA5),False
2015,8,59.7,Düzce,Open-Meteo (ERA5),False
2015,9,82.3,Düzce,Open-Meteo (ERA5),False
2015,10,116.0,Düzce,Open-Meteo (ERA5),False
2015,11,35.7,Düzce,Open-Meteo (ERA5),False
2015,12,41.5,Düzce,Open-Meteo (ERA5),False
2016,1,134.7,Düzce,Open-Meteo (ERA5),False
2016,2,119.8,Düzce,Open-Meteo (ERA5),False
2016,3,112.6,Düzce,Open-Meteo (ERA5),False
2016,4,90.7,Düzce,Open-Meteo (ERA5),False
2016,5,198.3,Düzce,Open-Meteo (ERA5),False
2016,6,74.0,Düzce,Open-Meteo (ERA5),False
2016,7,20.2,Düzce,Open-Meteo (ERA5),False
2016,8,90.6,Düzce,Open-Meteo (ERA5),False
2016,9,55.8,Düzce,Open-Meteo (ERA5),False
2016,10,37.2,Düzce,Open-Meteo (ERA5),False
2016,11,79.1,Düzce,Open-Meteo (ERA5),False
2016,12,119.8,Düzce,Open-Meteo (ERA5),False
2017,1,75.6,Düzce,Open-Meteo (ERA5),False
2017,2,31.3,Düzce,Open-Meteo (ERA5),False
2017,3,74.1,Düzce,Open-Meteo (ERA5),False
2017,4,90.6,Düzce,Open-Meteo (ERA5),False
2017,5,80.8,Düzce,Open-Meteo (ERA5),False
2017,6,97.2,Düzce,Open-Meteo (ERA5),False
2017,7,30.6,Düzce,Open-Meteo (ERA5),False
2017,8,51.6,Düzce,Open-Meteo (ERA5),False
2017,9,56.9,Düzce,Open-Meteo (ERA5),False
2017,10,89.4,Düzce,Open-Meteo (ERA5),False
2017,11,96.0,Düzce,Open-Meteo (ERA5),False
2017,12,136.5,Düzce,Open-Meteo (ERA5),False
2018,1,87.3,Düzce,Open-Meteo (ERA5),False
2018,2,77.7,Düzce,Open-Meteo (ERA5),False
2018,3,124.7,Düzce,Open-Meteo (ERA5),False
2018,4,30.1,Düzce,Open-Meteo (ERA5),False
2018,5,113.5,Düzce,Open-Meteo (ERA5),False
2018,6,110.7,Düzce,Open-Meteo (ERA5),False
2018,7,56.5,Düzce,Open-Meteo (ERA5),False
2018,8,11.5,Düzce,Open-Meteo (ERA5),False
2018,9,72.8,Düzce,Open-Meteo (ERA5),False
2018,10,96.5,Düzce,Open-Meteo (ERA5),False
2018,11,70.4,Düzce,Open-Meteo (ERA5),False
2018,12,151.9,Düzce,Open-Meteo (ERA5),False
2019,1,118.0,Düzce,Open-Meteo (ERA5),False
2019,2,78.5,Düzce,Open-Meteo (ERA5),False
2019,3,43.5,Düzce,Open-Meteo (ERA5),False
2019,4,97.4,Düzce,Open-Meteo (ERA5),False
2019,5,76.8,Düzce,Open-Meteo (ERA5),False
2019,6,116.2,Düzce,Open-Meteo (ERA5),False
2019,7,115.5,Düzce,Open-Meteo (ERA5),False
2019,8,121.4,Düzce,Open-Meteo (ERA5),False
2019,9,38.4,Düzce,Open-Meteo (ERA5),False
2019,10,51.4,Düzce,Open-Meteo (ERA5),False
2019,11,41.5,Düzce,Open-Meteo (ERA5),False
2019,12,123.2,Düzce,Open-Meteo (ERA5),False
2020,1,115.6,Düzce,Open-Meteo (ERA5),False
2020,2,147.6,Düzce,Open-Meteo (ERA5),False
2020,3,66.7,Düzce,Open-Meteo (ERA5),False
2020,4,46.8,Düzce,Open-Meteo (ERA5),False
2020,5,109.1,Düzce,Open-Meteo (ERA5),False
2020,6,114.6,Düzce,Open-Meteo (ERA5),False
2020,7,50.0,Düzce,Open-Meteo (ERA5),False
2020,8,5.7,Düzce,Open-Meteo (ERA5),False
2020,9,28.9,Düzce,Open-Meteo (ERA5),False
2020,10,55.2,Düzce,Open-Meteo (ERA5),False
2020,11,23.7,Düzce,Open-Meteo (ERA5),False
2020,12,32.9,Düzce,Open-Meteo (ERA5),False
2021,1,133.9,Düzce,Open-Meteo (ERA5),False
2021,2,72.7,Düzce,Open-Meteo (ERA5),False
2021,3,150.0,Düzce,Open-Meteo (ERA5),False
2021,4,129.2,Düzce,Open-Meteo (ERA5),False
2021,5,90.9,Düzce,Open-Meteo (ERA5),False
2021,6,134.7,Düzce,Open-Meteo (ERA5),False
2021,7,101.9,Düzce,Open-Meteo (ERA5),False
2021,8,87.5,Düzce,Open-Meteo (ERA5),False
2021,9,119.9,Düzce,Open-Meteo (ERA5),False
2021,10,82.9,Düzce,Open-Meteo (ERA5),False
2021,11,94.7,Düzce,Open-Meteo (ERA5),False
2021,12,120.4,Düzce,Open-Meteo (ERA5),False
2022,1,200.2,Düzce,Open-Meteo (ERA5),False
2022,2,150.8,Düzce,Open-Meteo (ERA5),False
2022,3,104.3,Düzce,Open-Meteo (ERA5),False
2022,4,55.4,Düzce,Open-Meteo (ERA5),False
2022,5,48.0,Düzce,Open-Meteo (ERA5),False
2022,6,122.3,Düzce,Open-Meteo (ERA5),False
2022,7,27.8,Düzce,Open-Meteo (ERA5),False
2022,8,58.5,Düzce,Open-Meteo (ERA5),False
2022,9,55.6,Düzce,Open-Meteo (ERA5),False
2022,10,76.7,Düzce,Open-Meteo (ERA5),False
2022,11,32.0,Düzce,Open-Meteo (ERA5),False
2022,12,47.4,Düzce,Open-Meteo (ERA5),False
2023,1,42.5,Düzce,Open-Meteo (ERA5),False
2023,2,109.0,Düzce,Open-Meteo (ERA5),False
2023,3,145.5,Düzce,Open-Meteo (ERA5),False
2023,4,129.7,Düzce,Open-Meteo (ERA5),False
2023,5,51.7,Düzce,Open-Meteo (ERA5),False
2023,6,131.8,Düzce,Open-Meteo (ERA5),False
2023,7,94.9,Düzce,Open-Meteo (ERA5),False
2023,8,16.2,Düzce,Open-Meteo (ERA5),False
2023,9,24.7,Düzce,Open-Meteo (ERA5),False
2023,10,95.5,Düzce,Open-Meteo (ERA5),False
2023,11,217.7,Düzce,Open-Meteo (ERA5),False
2023,12,108.5,Düzce,Open-Meteo (ERA5),False
2024,1,111.5,Düzce,Open-Meteo (ERA5),False
2024,2,41.8,Düzce,Open-Meteo (ERA5),False
2024,3,111.6,Düzce,Open-Meteo (ERA5),False
