il,year,month,ndvi,source
Ankara,2004,8,0.0873,Landsat7
Ankara,2004,9,0.0699,Landsat7
Ankara,2004,10,0.0614,Landsat7
Ankara,2004,11,0.0599,Landsat7
Ankara,2004,12,0.0338,Landsat7
Ankara,2005,1,,Landsat7
Ankara,2005,2,,Landsat7
Ankara,2005,3,0.0192,Landsat7
Ankara,2005,4,0.0761,Landsat7
Ankara,2005,5,0.1169,Landsat7
Ankara,2005,6,0.1913,Landsat7
Ankara,2005,7,0.1082,Landsat7
Ankara,2005,8,0.0869,Landsat7
Ankara,2005,9,0.0837,Landsat7
Ankara,2005,10,0.0792,Landsat7
Ankara,2005,11,0.0489,Landsat7
Ankara,2005,12,0.0612,Landsat7
Ankara,2006,1,,Landsat7
Ankara,2006,2,,Landsat7
Ankara,2006,3,,Landsat7
Ankara,2006,4,0.1695,Landsat7
Ankara,2006,5,0.0113,Landsat7
Ankara,2006,6,0.107,Landsat7
Ankara,2006,7,0.0948,Landsat7
Ankara,2006,8,0.0807,Landsat7
Ankara,2006,9,0.077,Landsat7
Ankara,2006,10,0.0712,Landsat7
Ankara,2006,11,0.1184,Landsat7
Ankara,2006,12,,Landsat7
Ankara,2007,1,0.0778,Landsat7
Ankara,2007,2,-0.0017,Landsat7
Ankara,2007,3,,Landsat7
Ankara,2007,4,0.1384,Landsat7
Ankara,2007,5,0.1584,Landsat7
Ankara,2007,6,0.0806,Landsat7
Ankara,2007,7,0.0603,Landsat7
Ankara,2007,8,0.0735,Landsat7
Ankara,2007,9,0.0711,Landsat7
Ankara,2007,10,0.0618,Landsat7
Ankara,2007,11,0.0645,Landsat7
Ankara,2007,12,0.0557,Landsat7
Ankara,2008,1,-0.0087,Landsat7
Ankara,2008,2,0.0272,Landsat7
Ankara,2008,3,0.0559,Landsat7
Ankara,2008,4,0.1529,Landsat7
Ankara,2008,5,0.1583,Landsat7
Ankara,2008,6,0.1353,Landsat7
Ankara,2008,7,0.0938,Landsat7
Ankara,2008,8,0.078,Landsat7
Ankara,2008,9,0.0735,Landsat7
Ankara,2008,10,0.0749,Landsat7
Ankara,2008,11,,Landsat7
Ankara,2008,12,0.0379,Landsat7
Ankara,2009,1,0.0624,Landsat7
Ankara,2009,2,,Landsat7
Ankara,2009,3,,Landsat7
Ankara,2009,4,0.1026,Landsat7
Ankara,2009,5,0.2014,Landsat7
Ankara,2009,6,0.1732,Landsat7
Ankara,2009,7,0.0422,Landsat7
Ankara,2009,8,0.0839,Landsat7
Ankara,2009,9,0.0763,Landsat7
Ankara,2009,10,0.0696,Landsat7
Ankara,2009,11,0.0706,Landsat7
Ankara,2009,12,,Landsat7
Ankara,2010,1,0.0542,Landsat7
Ankara,2010,2,0.0445,Landsat7
Ankara,2010,3,0.1128,Landsat7
Ankara,2010,4,0.134,Landsat7
Ankara,2010,5,0.1699,Landsat7
Ankara,2010,6,,Landsat7
Ankara,2010,7,0.0967,Landsat7
Ankara,2010,8,0.0916,Landsat7
Ankara,2010,9,0.0672,Landsat7
Ankara,2010,10,,Landsat7
Ankara,2010,11,0.0951,Landsat7
Ankara,2010,12,0.1055,Landsat7
Ankara,2011,1,0.1268,Landsat7
Ankara,2011,2,0.0853,Landsat7
Ankara,2011,3,,Landsat7
Ankara,2011,4,0.1224,Landsat7
Ankara,2011,5,0.1457,Landsat7
Ankara,2011,6,0.2619,Landsat7
Ankara,2011,7,0.1244,Landsat7
Ankara,2011,8,0.0692,Landsat7
Ankara,2011,9,,Landsat7
Ankara,2011,10,0.079,Landsat7
Ankara,2011,11,0.0825,Landsat7
Ankara,2011,12,0.0672,Landsat7
Ankara,2012,1,0.0075,Landsat7
Ankara,2012,2,-0.026,Landsat7
Ankara,2012,3,0.0322,Landsat7
Ankara,2012,4,0.088,Landsat7
Ankara,2012,5,0.1453,Landsat7
Ankara,2012,6,0.1428,Landsat7
Ankara,2012,7,0.0879,Landsat7
Ankara,2012,8,0.0768,Landsat7
Ankara,2012,9,0.0867,Landsat7
Ankara,2012,10,0.0771,Landsat7
Ankara,2012,11,0.0768,Landsat7
Ankara,2012,12,,Landsat7
Ankara,2013,1,0.1055,Landsat7
Ankara,2013,2,,Landsat7
Ankara,2013,3,0.0917,Landsat7
Ankara,2013,4,0.1696,Landsat7
Ankara,2013,5,0.162,Landsat7
Ankara,2013,6,0.0864,Landsat7
Ankara,2013,7,0.092,Landsat7
Ankara,2013,8,0.0342,Landsat7
Ankara,2013,9,0.0825,Landsat7
Ankara,2013,10,0.0707,Landsat7
Ankara,2013,11,0.066,Landsat7
Ankara,2013,12,0.0024,Landsat7
Ankara,2014,1,,Landsat7
Ankara,2014,2,0.0621,Landsat7
Ankara,2014,3,0.0834,Landsat7
Ankara,2014,4,,Landsat7
Ankara,2014,5,0.175,Landsat7
Ankara,2014,6,0.1509,Landsat7
Ankara,2014,7,0.0973,Landsat7
Ankara,2014,8,0.0821,Landsat7
Ankara,2014,9,0.0513,Landsat7
Ankara,2014,10,0.0735,Landsat7
Ankara,2014,11,0.1025,Landsat7
Ankara,2014,12,0.0867,Landsat7
Ankara,2015,1,,Landsat7
Ankara,2015,2,0.0259,Landsat7
Ankara,2015,3,0.1136,Landsat7
Ankara,2015,4,0.1605,Landsat7
Ankara,2015,5,0.148,Landsat7
Ankara,2015,6,0.1297,Landsat7
Ankara,2015,7,0.0922,Landsat7
Ankara,2015,8,0.1027,Landsat7
Ankara,2015,9,0.0745,Landsat7
Ankara,2015,10,0.0702,Landsat7
Ankara,2015,11,0.0631,Landsat7
Ankara,2015,12,0.0783,Landsat7
Ankara,2016,1,0.0303,Landsat7
Ankara,2016,2,0.0695,Landsat7
Ankara,2016,3,,Landsat7
Ankara,2016,4,0.1355,Landsat7
Ankara,2016,5,,Landsat7
Ankara,2016,6,0.1429,Landsat7
Ankara,2016,7,0.1068,Landsat7
Ankara,2016,8,0.0853,Landsat7
Ankara,2016,9,0.0818,Landsat7
Ankara,2016,10,0.078,Landsat7
Ankara,2016,11,0.0574,Landsat7
Ankara,2016,12,,Landsat7
Ankara,2017,1,,Sentinel-2
Ankara,2017,2,,Sentinel-2
Ankara,2017,3,0.1882,Sentinel-2
Ankara,2017,4,0.2185,Sentinel-2
Ankara,2017,5,,Sentinel-2
Ankara,2017,6,0.3627,Sentinel-2
Ankara,2017,7,0.27,Sentinel-2
Ankara,2017,8,0.1931,Sentinel-2
Ankara,2017,9,0.197,Sentinel-2
Ankara,2017,10,0.2111,Sentinel-2
Ankara,2017,11,0.2109,Sentinel-2
Ankara,2017,12,0.2155,Sentinel-2
Ankara,2018,1,0.2118,Sentinel-2
Ankara,2018,2,0.2269,Sentinel-2
Ankara,2018,3,,Sentinel-2
Ankara,2018,4,0.3886,Sentinel-2
Ankara,2018,5,0.3622,Sentinel-2
Ankara,2018,6,0.3089,Sentinel-2
Ankara,2018,7,0.2258,Sentinel-2
Ankara,2018,8,0.1931,Sentinel-2
Ankara,2018,9,0.1858,Sentinel-2
Ankara,2018,10,0.1657,Sentinel-2
Ankara,2018,11,0.2008,Sentinel-2
Ankara,2018,12,0.2411,Sentinel-2
Ankara,2019,1,-0.0086,Sentinel-2
Ankara,2019,2,0.2307,Sentinel-2
Ankara,2019,3,0.2755,Sentinel-2
Ankara,2019,4,0.2998,Sentinel-2
Ankara,2019,5,0.3543,Sentinel-2
Ankara,2019,6,0.3167,Sentinel-2
Ankara,2019,7,0.2393,Sentinel-2
Ankara,2019,8,0.2002,Sentinel-2
Ankara,2019,9,0.1719,Sentinel-2
Ankara,2019,10,0.1836,Sentinel-2
Ankara,2019,11,0.1846,Sentinel-2
Ankara,2019,12,0.1804,Sentinel-2
Ankara,2020,1,0.1332,Sentinel-2
Ankara,2020,2,0.1918,Sentinel-2
Ankara,2020,3,0.206,Sentinel-2
Ankara,2020,4,0.3253,Sentinel-2
Ankara,2020,5,0.3471,Sentinel-2
Ankara,2020,6,0.3432,Sentinel-2
Ankara,2020,7,0.2412,Sentinel-2
Ankara,2020,8,0.2029,Sentinel-2
Ankara,2020,9,0.1766,Sentinel-2
Ankara,2020,10,0.1838,Sentinel-2
Ankara,2020,11,0.1954,Sentinel-2
Ankara,2020,12,0.152,Sentinel-2
Ankara,2021,1,0.1866,Sentinel-2
Ankara,2021,2,0.1587,Sentinel-2
Ankara,2021,3,0.2274,Sentinel-2
Ankara,2021,4,0.3146,Sentinel-2
Ankara,2021,5,0.3394,Sentinel-2
Ankara,2021,6,0.2588,Sentinel-2
Ankara,2021,7,0.2251,Sentinel-2
Ankara,2021,8,0.1941,Sentinel-2
Ankara,2021,9,0.1868,Sentinel-2
Ankara,2021,10,0.1982,Sentinel-2
Ankara,2021,11,0.1867,Sentinel-2
Ankara,2021,12,0.2038,Sentinel-2
Ankara,2022,1,0.2263,Sentinel-2
Ankara,2022,2,0.0475,Sentinel-2
Ankara,2022,3,0.2054,Sentinel-2
Ankara,2022,4,0.2084,Sentinel-2
Ankara,2022,5,0.3143,Sentinel-2
Ankara,2022,6,0.2987,Sentinel-2
Ankara,2022,7,0.292,Sentinel-2
Ankara,2022,8,0.2128,Sentinel-2
Ankara,2022,9,0.2068,Sentinel-2
Ankara,2022,10,0.1932,Sentinel-2
Ankara,2022,11,0.1816,Sentinel-2
Ankara,2022,12,0.1889,Sentinel-2
Ankara,2023,1,0.1654,Sentinel-2
Ankara,2023,2,0.1287,Sentinel-2
Ankara,2023,3,0.2568,Sentinel-2
Ankara,2023,4,0.2345,Sentinel-2
Ankara,2023,5,0.3554,Sentinel-2
Ankara,2023,6,0.3958,Sentinel-2
Ankara,2023,7,0.2924,Sentinel-2
Ankara,2023,8,0.2088,Sentinel-2
Ankara,2023,9,0.2143,Sentinel-2
Ankara,2023,10,0.2176,Sentinel-2
Ankara,2023,11,0.1752,Sentinel-2
Ankara,2023,12,0.2138,Sentinel-2
Ankara,2024,1,0.252,Sentinel-2
Ankara,2024,2,0.2272,Sentinel-2
Ankara,2024,3,0.2101,Sentinel-2
Ankara,2024,4,0.3332,Sentinel-2
Ankara,2024,5,,Sentinel-2
Ankara,2024,6,0.3183,Sentinel-2
Ankara,2024,7,0.179,Sentinel-2
Ankara,2024,8,0.192,Sentinel-2
Ankara,2024,9,0.1729,Sentinel-2
Ankara,2024,10,0.1717,Sentinel-2
Ankara,2024,11,0.1772,Sentinel-2
Ankara,2024,12,,Sentinel-2
Konya,2004,1,,Landsat7
Konya,2004,2,,Landsat7
Konya,2004,3,,Landsat7
Konya,2004,4,,Landsat7
Konya,2004,5,0.1248,Landsat7
Konya,2004,6,0.0945,Landsat7
Konya,2004,7,0.0924,Landsat7
Konya,2004,8,0.0955,Landsat7
Konya,2004,9,0.0811,Landsat7
Konya,2004,10,0.0773,Landsat7
Konya,2004,11,0.0719,Landsat7
Konya,2004,12,,Landsat7
Konya,2005,1,,Landsat7
Konya,2005,2,,Landsat7
Konya,2005,3,,Landsat7
Konya,2005,4,0.0815,Landsat7
Konya,2005,5,,Landsat7
Konya,2005,6,0.0724,Landsat7
Konya,2005,7,0.086,Landsat7
Konya,2005,8,0.0873,Landsat7
Konya,2005,9,0.0836,Landsat7
Konya,2005,10,,Landsat7
Konya,2005,11,0.0697,Landsat7
Konya,2005,12,,Landsat7
Konya,2006,1,,Landsat7
Konya,2006,2,,Landsat7
Konya,2006,3,,Landsat7
Konya,2006,4,,Landsat7
Konya,2006,5,0.1368,Landsat7
Konya,2006,6,0.1129,Landsat7
Konya,2006,7,,Landsat7
Konya,2006,8,,Landsat7
Konya,2006,9,0.0853,Landsat7
Konya,2006,10,0.0833,Landsat7
Konya,2006,11,0.0926,Landsat7
Konya,2006,12,,Landsat7
Konya,2007,1,0.0612,Landsat7
Konya,2007,2,-0.0169,Landsat7
Konya,2007,3,,Landsat7
Konya,2007,4,,Landsat7
Konya,2007,5,0.1228,Landsat7
Konya,2007,6,,Landsat7
Konya,2007,7,0.0738,Landsat7
Konya,2007,8,,Landsat7
Konya,2007,9,0.0824,Landsat7
Konya,2007,10,0.075,Landsat7
Konya,2007,11,,Landsat7
Konya,2007,12,0.0558,Landsat7
Konya,2008,1,,Landsat7
Konya,2008,2,-0.0213,Landsat7
Konya,2008,3,,Landsat7
Konya,2008,4,,Landsat7
Konya,2008,5,,Landsat7
Konya,2008,6,0.1057,Landsat7
Konya,2008,7,0.0951,Landsat7
Konya,2008,8,0.0905,Landsat7
Konya,2008,9,0.0883,Landsat7
Konya,2008,10,,Landsat7
Konya,2008,11,,Landsat7
Konya,2008,12,0.059,Landsat7
Konya,2009,1,0.1044,Landsat7
Konya,2009,2,,Landsat7
Konya,2009,3,,Landsat7
Konya,2009,4,0.1212,Landsat7
Konya,2009,5,0.1558,Landsat7
Konya,2009,6,0.1349,Landsat7
Konya,2009,7,0.064,Landsat7
Konya,2009,8,,Landsat7
Konya,2009,9,,Landsat7
Konya,2009,10,0.0849,Landsat7
Konya,2009,11,0.0815,Landsat7
Konya,2009,12,,Landsat7
Konya,2010,1,,Landsat7
Konya,2010,2,,Landsat7
Konya,2010,3,0.1253,Landsat7
Konya,2010,4,0.1111,Landsat7
Konya,2010,5,,Landsat7
Konya,2010,6,-0.0148,Landsat7
Konya,2010,7,0.0965,Landsat7
Konya,2010,8,0.0999,Landsat7
Konya,2010,9,,Landsat7
Konya,2010,10,,Landsat7
Konya,2010,11,,Landsat7
Konya,2010,12,,Landsat7
Konya,2011,1,,Landsat7
Konya,2011,2,0.0252,Landsat7
Konya,2011,3,,Landsat7
Konya,2011,4,,Landsat7
Konya,2011,5,0.1641,Landsat7
Konya,2011,6,0.138,Landsat7
Konya,2011,7,0.1192,Landsat7
Konya,2011,8,,Landsat7
Konya,2011,9,,Landsat7
Konya,2011,10,,Landsat7
Konya,2011,11,0.0921,Landsat7
Konya,2011,12,0.0793,Landsat7
Konya,2012,1,0.0453,Landsat7
Konya,2012,2,-0.0171,Landsat7
Konya,2012,3,0.029,Landsat7
Konya,2012,4,0.0865,Landsat7
Konya,2012,5,,Landsat7
Konya,2012,6,,Landsat7
Konya,2012,7,,Landsat7
Konya,2012,8,0.1086,Landsat7
Konya,2012,9,0.0955,Landsat7
Konya,2012,10,0.0881,Landsat7
Konya,2012,11,0.0851,Landsat7
Konya,2012,12,,Landsat7
Konya,2013,1,0.0889,Landsat7
Konya,2013,2,,Landsat7
Konya,2013,3,,Landsat7
Konya,2013,4,,Landsat7
Konya,2013,5,,Landsat7
Konya,2013,6,0.0743,Landsat7
Konya,2013,7,0.0489,Landsat7
Konya,2013,8,0.081,Landsat7
Konya,2013,9,0.0994,Landsat7
Konya,2013,10,0.0814,Landsat7
Konya,2013,11,,Landsat7
Konya,2013,12,0.0272,Landsat7
Konya,2014,1,,Landsat7
Konya,2014,2,,Landsat7
Konya,2014,3,,Landsat7
Konya,2014,4,,Landsat7
Konya,2014,5,0.1369,Landsat7
Konya,2014,6,0.1229,Landsat7
Konya,2014,7,0.0984,Landsat7
Konya,2014,8,,Landsat7
Konya,2014,9,,Landsat7
Konya,2014,10,,Landsat7
Konya,2014,11,0.1011,Landsat7
Konya,2014,12,0.1194,Landsat7
Konya,2015,1,,Landsat7
Konya,2015,2,,Landsat7
Konya,2015,3,,Landsat7
Konya,2015,4,0.1679,Landsat7
Konya,2015,5,0.1692,Landsat7
Konya,2015,6,,Landsat7
Konya,2015,7,0.1193,Landsat7
Konya,2015,8,0.0454,Landsat7
Konya,2015,9,0.0946,Landsat7
Konya,2015,10,0.1016,Landsat7
Konya,2015,11,,Landsat7
Konya,2015,12,,Landsat7
Konya,2016,1,0.0784,Landsat7
Konya,2016,2,0.077,Landsat7
Konya,2016,3,,Landsat7
Konya,2016,4,0.1136,Landsat7
Konya,2016,5,,Landsat7
Konya,2016,6,0.1093,Landsat7
Konya,2016,7,0.1093,Landsat7
Konya,2016,8,0.105,Landsat7
Konya,2016,9,0.096,Landsat7
Konya,2016,10,0.0876,Landsat7
Konya,2016,11,,Landsat7
Konya,2016,12,,Landsat7
Konya,2017,1,,Sentinel-2
Konya,2017,2,,Sentinel-2
Konya,2017,3,0.1509,Sentinel-2
Konya,2017,4,0.2405,Sentinel-2
Konya,2017,5,0.3063,Sentinel-2
Konya,2017,6,0.26,Sentinel-2
Konya,2017,7,0.2423,Sentinel-2
Konya,2017,8,0.2064,Sentinel-2
Konya,2017,9,0.2118,Sentinel-2
Konya,2017,10,0.1931,Sentinel-2
Konya,2017,11,0.1826,Sentinel-2
Konya,2017,12,0.2165,Sentinel-2
Konya,2018,1,0.1985,Sentinel-2
Konya,2018,2,0.1648,Sentinel-2
Konya,2018,3,0.1938,Sentinel-2
Konya,2018,4,0.3105,Sentinel-2
Konya,2018,5,0.2412,Sentinel-2
Konya,2018,6,0.216,Sentinel-2
Konya,2018,7,0.1867,Sentinel-2
Konya,2018,8,0.2067,Sentinel-2
Konya,2018,9,0.1896,Sentinel-2
Konya,2018,10,0.1667,Sentinel-2
Konya,2018,11,0.1763,Sentinel-2
Konya,2018,12,0.1751,Sentinel-2
Konya,2019,1,0.0226,Sentinel-2
Konya,2019,2,0.2112,Sentinel-2
Konya,2019,3,0.2382,Sentinel-2
Konya,2019,4,0.3408,Sentinel-2
Konya,2019,5,0.2926,Sentinel-2
Konya,2019,6,0.2243,Sentinel-2
Konya,2019,7,0.2187,Sentinel-2
Konya,2019,8,0.2102,Sentinel-2
Konya,2019,9,0.2034,Sentinel-2
Konya,2019,10,0.1771,Sentinel-2
Konya,2019,11,0.1764,Sentinel-2
Konya,2019,12,0.2051,Sentinel-2
Konya,2020,1,0.3282,Sentinel-2
Konya,2020,2,0.2037,Sentinel-2
Konya,2020,3,0.208,Sentinel-2
Konya,2020,4,0.3149,Sentinel-2
Konya,2020,5,0.3025,Sentinel-2
Konya,2020,6,0.2236,Sentinel-2
Konya,2020,7,0.2216,Sentinel-2
Konya,2020,8,0.2212,Sentinel-2
Konya,2020,9,0.1975,Sentinel-2
Konya,2020,10,0.1836,Sentinel-2
Konya,2020,11,0.1813,Sentinel-2
Konya,2020,12,0.1571,Sentinel-2
Konya,2021,1,0.1996,Sentinel-2
Konya,2021,2,0.1831,Sentinel-2
Konya,2021,3,0.1907,Sentinel-2
Konya,2021,4,0.2558,Sentinel-2
Konya,2021,5,0.2481,Sentinel-2
Konya,2021,6,0.2018,Sentinel-2
Konya,2021,7,0.1941,Sentinel-2
Konya,2021,8,0.2104,Sentinel-2
Konya,2021,9,0.2063,Sentinel-2
Konya,2021,10,0.1912,Sentinel-2
Konya,2021,11,0.1704,Sentinel-2
Konya,2021,12,0.1332,Sentinel-2
Konya,2022,1,0.1214,Sentinel-2
Konya,2022,2,-0.0114,Sentinel-2
Konya,2022,3,0.1119,Sentinel-2
Konya,2022,4,0.1821,Sentinel-2
Konya,2022,5,0.2581,Sentinel-2
Konya,2022,6,0.2474,Sentinel-2
Konya,2022,7,0.244,Sentinel-2
Konya,2022,8,0.2174,Sentinel-2
Konya,2022,9,0.2223,Sentinel-2
Konya,2022,10,0.2061,Sentinel-2
Konya,2022,11,0.1947,Sentinel-2
Konya,2022,12,0.1918,Sentinel-2
Konya,2023,1,0.1787,Sentinel-2
Konya,2023,2,0.0932,Sentinel-2
Konya,2023,3,0.2157,Sentinel-2
Konya,2023,4,0.2267,Sentinel-2
Konya,2023,5,0.2702,Sentinel-2
Konya,2023,6,0.2884,Sentinel-2
Konya,2023,7,0.2428,Sentinel-2
Konya,2023,8,0.2203,Sentinel-2
Konya,2023,9,0.215,Sentinel-2
Konya,2023,10,0.1962,Sentinel-2
Konya,2023,11,0.189,Sentinel-2
Konya,2023,12,0.203,Sentinel-2
Konya,2024,1,0.2075,Sentinel-2
Konya,2024,2,0.2052,Sentinel-2
Konya,2024,3,0.2333,Sentinel-2
Konya,2024,4,0.2806,Sentinel-2
Konya,2024,5,0.2473,Sentinel-2
Konya,2024,6,0.2252,Sentinel-2
Konya,2024,7,0.1959,Sentinel-2
Konya,2024,8,0.2046,Sentinel-2
Konya,2024,9,0.1925,Sentinel-2
Konya,2024,10,0.1813,Sentinel-2
Konya,2024,11,0.1581,Sentinel-2
Konya,2024,12,0.139,Sentinel-2
Karaman,2004,1,,Landsat7
Karaman,2004,2,0.0609,Landsat7
Karaman,2004,3,,Landsat7
Karaman,2004,4,0.115,Landsat7
Karaman,2004,5,0.1464,Landsat7
Karaman,2004,6,0.1157,Landsat7
Karaman,2004,7,0.0985,Landsat7
Karaman,2004,8,0.1058,Landsat7
Karaman,2004,9,0.0849,Landsat7
Karaman,2004,10,0.0828,Landsat7
Karaman,2004,11,0.0735,Landsat7
Karaman,2004,12,,Landsat7
Karaman,2005,1,0.043,Landsat7
Karaman,2005,2,-0.1115,Landsat7
Karaman,2005,3,0.0828,Landsat7
Karaman,2005,4,0.0834,Landsat7
Karaman,2005,5,0.1365,Landsat7
Karaman,2005,6,0.1184,Landsat7
Karaman,2005,7,0.1084,Landsat7
Karaman,2005,8,0.1093,Landsat7
Karaman,2005,9,0.0954,Landsat7
Karaman,2005,10,0.0771,Landsat7
Karaman,2005,11,0.0533,Landsat7
Karaman,2005,12,,Landsat7
Karaman,2006,1,,Landsat7
Karaman,2006,2,,Landsat7
Karaman,2006,3,,Landsat7
Karaman,2006,4,,Landsat7
Karaman,2006,5,0.1585,Landsat7
Karaman,2006,6,0.1257,Landsat7
Karaman,2006,7,0.0159,Landsat7
Karaman,2006,8,,Landsat7
Karaman,2006,9,0.0936,Landsat7
Karaman,2006,10,0.0837,Landsat7
Karaman,2006,11,0.0891,Landsat7
Karaman,2006,12,,Landsat7
Karaman,2007,1,0.0585,Landsat7
Karaman,2007,2,0.0026,Landsat7
Karaman,2007,3,,Landsat7
Karaman,2007,4,0.1204,Landsat7
Karaman,2007,5,0.1486,Landsat7
Karaman,2007,6,,Landsat7
Karaman,2007,7,0.1195,Landsat7
Karaman,2007,8,0.1047,Landsat7
Karaman,2007,9,0.0994,Landsat7
Karaman,2007,10,0.091,Landsat7
Karaman,2007,11,,Landsat7
Karaman,2007,12,0.0813,Landsat7
Karaman,2008,1,0.0648,Landsat7
Karaman,2008,2,-0.0269,Landsat7
Karaman,2008,3,0.0468,Landsat7
Karaman,2008,4,0.0996,Landsat7
Karaman,2008,5,,Landsat7
Karaman,2008,6,0.1162,Landsat7
Karaman,2008,7,0.1164,Landsat7
Karaman,2008,8,0.1117,Landsat7
Karaman,2008,9,0.0972,Landsat7
Karaman,2008,10,,Landsat7
Karaman,2008,11,,Landsat7
Karaman,2008,12,0.0775,Landsat7
Karaman,2009,1,0.0999,Landsat7
Karaman,2009,2,,Landsat7
Karaman,2009,3,,Landsat7
Karaman,2009,4,0.1391,Landsat7
Karaman,2009,5,0.1635,Landsat7
Karaman,2009,6,0.1489,Landsat7
Karaman,2009,7,0.1264,Landsat7
Karaman,2009,8,0.1174,Landsat7
Karaman,2009,9,0.1085,Landsat7
Karaman,2009,10,0.0868,Landsat7
Karaman,2009,11,0.0884,Landsat7
Karaman,2009,12,,Landsat7
Karaman,2010,1,,Landsat7
Karaman,2010,2,,Landsat7
Karaman,2010,3,0.1164,Landsat7
Karaman,2010,4,0.1286,Landsat7
Karaman,2010,5,,Landsat7
Karaman,2010,6,0.1105,Landsat7
Karaman,2010,7,0.1175,Landsat7
Karaman,2010,8,0.1228,Landsat7
Karaman,2010,9,,Landsat7
Karaman,2010,10,,Landsat7
Karaman,2010,11,0.1031,Landsat7
Karaman,2010,12,0.1082,Landsat7
Karaman,2011,1,,Landsat7
Karaman,2011,2,-0.0087,Landsat7
Karaman,2011,3,0.0251,Landsat7
Karaman,2011,4,,Landsat7
Karaman,2011,5,0.1934,Landsat7
Karaman,2011,6,0.134,Landsat7
Karaman,2011,7,0.1379,Landsat7
Karaman,2011,8,0.1355,Landsat7
Karaman,2011,9,0.1202,Landsat7
Karaman,2011,10,0.091,Landsat7
Karaman,2011,11,0.0836,Landsat7
Karaman,2011,12,0.0562,Landsat7
Karaman,2012,1,0.0608,Landsat7
Karaman,2012,2,0.0011,Landsat7
Karaman,2012,3,0.0133,Landsat7
Karaman,2012,4,0.0834,Landsat7
Karaman,2012,5,,Landsat7
Karaman,2012,6,0.1227,Landsat7
Karaman,2012,7,0.1351,Landsat7
Karaman,2012,8,0.1279,Landsat7
Karaman,2012,9,0.1042,Landsat7
Karaman,2012,10,0.0567,Landsat7
Karaman,2012,11,0.0635,Landsat7
Karaman,2012,12,0.1031,Landsat7
Karaman,2013,1,0.0808,Landsat7
Karaman,2013,2,,Landsat7
Karaman,2013,3,0.1413,Landsat7
Karaman,2013,4,,Landsat7
Karaman,2013,5,0.1801,Landsat7
Karaman,2013,6,0.1291,Landsat7
Karaman,2013,7,0.1279,Landsat7
Karaman,2013,8,0.1327,Landsat7
Karaman,2013,9,0.1243,Landsat7
Karaman,2013,10,0.0901,Landsat7
Karaman,2013,11,,Landsat7
Karaman,2013,12,0.0517,Landsat7
Karaman,2014,1,0.0708,Landsat7
Karaman,2014,2,0.0462,Landsat7
Karaman,2014,3,0.0912,Landsat7
Karaman,2014,4,,Landsat7
Karaman,2014,5,0.1503,Landsat7
Karaman,2014,6,0.1394,Landsat7
Karaman,2014,7,0.1351,Landsat7
Karaman,2014,8,0.1417,Landsat7
Karaman,2014,9,0.1123,Landsat7
Karaman,2014,10,,Landsat7
Karaman,2014,11,0.0992,Landsat7
Karaman,2014,12,0.1092,Landsat7
Karaman,2015,1,,Landsat7
Karaman,2015,2,0.106,Landsat7
Karaman,2015,3,0.1349,Landsat7
Karaman,2015,4,0.1614,Landsat7
Karaman,2015,5,0.1644,Landsat7
Karaman,2015,6,,Landsat7
Karaman,2015,7,0.1598,Landsat7
Karaman,2015,8,0.1434,Landsat7
Karaman,2015,9,0.1253,Landsat7
Karaman,2015,10,0.0926,Landsat7
Karaman,2015,11,0.08,Landsat7
Karaman,2015,12,0.0902,Landsat7
Karaman,2016,1,0.0569,Landsat7
Karaman,2016,2,0.0718,Landsat7
Karaman,2016,3,0.1011,Landsat7
Karaman,2016,4,0.124,Landsat7
Karaman,2016,5,,Landsat7
Karaman,2016,6,0.1284,Landsat7
Karaman,2016,7,0.1625,Landsat7
Karaman,2016,8,0.1537,Landsat7
Karaman,2016,9,0.1238,Landsat7
Karaman,2016,10,0.099,Landsat7
Karaman,2016,11,0.0714,Landsat7
Karaman,2016,12,0.0746,Landsat7
Karaman,2017,1,,Sentinel-2
Karaman,2017,2,0.0493,Sentinel-2
Karaman,2017,3,0.156,Sentinel-2
Karaman,2017,4,0.2192,Sentinel-2
Karaman,2017,5,0.2435,Sentinel-2
Karaman,2017,6,0.3012,Sentinel-2
Karaman,2017,7,0.3172,Sentinel-2
Karaman,2017,8,0.3019,Sentinel-2
Karaman,2017,9,0.2662,Sentinel-2
Karaman,2017,10,0.2078,Sentinel-2
Karaman,2017,11,0.1993,Sentinel-2
Karaman,2017,12,0.1833,Sentinel-2
Karaman,2018,1,0.1957,Sentinel-2
Karaman,2018,2,0.153,Sentinel-2
Karaman,2018,3,0.2472,Sentinel-2
Karaman,2018,4,0.2984,Sentinel-2
Karaman,2018,5,0.269,Sentinel-2
Karaman,2018,6,0.3067,Sentinel-2
Karaman,2018,7,0.3234,Sentinel-2
Karaman,2018,8,0.2919,Sentinel-2
Karaman,2018,9,0.2322,Sentinel-2
Karaman,2018,10,0.1908,Sentinel-2
Karaman,2018,11,0.2057,Sentinel-2
Karaman,2018,12,0.2376,Sentinel-2
Karaman,2019,1,0.0055,Sentinel-2
Karaman,2019,2,0.2236,Sentinel-2
Karaman,2019,3,0.2322,Sentinel-2
Karaman,2019,4,0.2798,Sentinel-2
Karaman,2019,5,0.2968,Sentinel-2
Karaman,2019,6,0.2806,Sentinel-2
Karaman,2019,7,0.3164,Sentinel-2
Karaman,2019,8,0.3128,Sentinel-2
